image_name,channel,plate,row,column,time,plane,resolution_x,resolution_y,resolution_z,center_x,center_y,center_z,fov
p1_wB14_t1_m53_c2_z0_l1_o0,2,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40294.76611039558,3854.702854645814,0.0,p1_wB14_t1_m53
p1_wB14_t1_m53_c3_z0_l1_o0,3,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40294.76611039558,3854.702854645814,0.0,p1_wB14_t1_m53
p1_wB14_t1_m53_c4_z0_l1_o0,4,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40294.76611039558,3854.702854645814,0.0,p1_wB14_t1_m53
p1_wB14_t1_m53_c5_z0_l1_o0,5,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40294.76611039558,3854.702854645814,0.0,p1_wB14_t1_m53
p1_wB14_t1_m54_c1_z0_l1_o0,1,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40601.52811039558,3854.702854645814,0.0,p1_wB14_t1_m54
p1_wB14_t1_m54_c2_z0_l1_o0,2,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40601.52811039558,3854.702854645814,0.0,p1_wB14_t1_m54
p1_wB14_t1_m54_c3_z0_l1_o0,3,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40601.52811039558,3854.702854645814,0.0,p1_wB14_t1_m54
p1_wB14_t1_m54_c4_z0_l1_o0,4,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40601.52811039558,3854.702854645814,0.0,p1_wB14_t1_m54
p1_wB14_t1_m54_c5_z0_l1_o0,5,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40601.52811039558,3854.702854645814,0.0,p1_wB14_t1_m54
p1_wB14_t1_m55_c1_z0_l1_o0,1,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40908.289110395584,3854.702854645814,0.0,p1_wB14_t1_m55
p1_wB14_t1_m55_c2_z0_l1_o0,2,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40908.289110395584,3854.702854645814,0.0,p1_wB14_t1_m55
p1_wB14_t1_m55_c3_z0_l1_o0,3,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40908.289110395584,3854.702854645814,0.0,p1_wB14_t1_m55
p1_wB14_t1_m55_c4_z0_l1_o0,4,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40908.289110395584,3854.702854645814,0.0,p1_wB14_t1_m55
p1_wB14_t1_m55_c5_z0_l1_o0,5,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40908.289110395584,3854.702854645814,0.0,p1_wB14_t1_m55
p1_wB14_t1_m56_c1_z0_l1_o0,1,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,41215.05111039558,3854.702854645814,0.0,p1_wB14_t1_m56
p1_wB14_t1_m56_c2_z0_l1_o0,2,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,41215.05111039558,3854.702854645814,0.0,p1_wB14_t1_m56
p1_wB14_t1_m56_c3_z0_l1_o0,3,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,41215.05111039558,3854.702854645814,0.0,p1_wB14_t1_m56
p1_wB14_t1_m56_c4_z0_l1_o0,4,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,41215.05111039558,3854.702854645814,0.0,p1_wB14_t1_m56
p1_wB14_t1_m56_c5_z0_l1_o0,5,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,41215.05111039558,3854.702854645814,0.0,p1_wB14_t1_m56
p1_wB14_t1_m57_c1_z0_l1_o0,1,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,41215.05111039558,4161.464854645814,0.0,p1_wB14_t1_m57
p1_wB14_t1_m57_c2_z0_l1_o0,2,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,41215.05111039558,4161.464854645814,0.0,p1_wB14_t1_m57
p1_wB14_t1_m57_c3_z0_l1_o0,3,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,41215.05111039558,4161.464854645814,0.0,p1_wB14_t1_m57
p1_wB14_t1_m57_c4_z0_l1_o0,4,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,41215.05111039558,4161.464854645814,0.0,p1_wB14_t1_m57
p1_wB14_t1_m57_c5_z0_l1_o0,5,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,41215.05111039558,4161.464854645814,0.0,p1_wB14_t1_m57
p1_wB14_t1_m58_c1_z0_l1_o0,1,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40908.289110395584,4161.464854645814,0.0,p1_wB14_t1_m58
p1_wB14_t1_m58_c2_z0_l1_o0,2,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40908.289110395584,4161.464854645814,0.0,p1_wB14_t1_m58
p1_wB14_t1_m58_c3_z0_l1_o0,3,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40908.289110395584,4161.464854645814,0.0,p1_wB14_t1_m58
p1_wB14_t1_m58_c4_z0_l1_o0,4,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40908.289110395584,4161.464854645814,0.0,p1_wB14_t1_m58
p1_wB14_t1_m58_c5_z0_l1_o0,5,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40908.289110395584,4161.464854645814,0.0,p1_wB14_t1_m58
p1_wB14_t1_m59_c1_z0_l1_o0,1,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40601.52811039558,4161.464854645814,0.0,p1_wB14_t1_m59
p1_wB14_t1_m59_c2_z0_l1_o0,2,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40601.52811039558,4161.464854645814,0.0,p1_wB14_t1_m59
p1_wB14_t1_m59_c3_z0_l1_o0,3,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40601.52811039558,4161.464854645814,0.0,p1_wB14_t1_m59
p1_wB14_t1_m59_c4_z0_l1_o0,4,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40601.52811039558,4161.464854645814,0.0,p1_wB14_t1_m59
p1_wB14_t1_m59_c5_z0_l1_o0,5,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40601.52811039558,4161.464854645814,0.0,p1_wB14_t1_m59
p1_wB14_t1_m60_c1_z0_l1_o0,1,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40294.76611039558,4161.464854645814,0.0,p1_wB14_t1_m60
p1_wB14_t1_m60_c2_z0_l1_o0,2,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40294.76611039558,4161.464854645814,0.0,p1_wB14_t1_m60
p1_wB14_t1_m60_c3_z0_l1_o0,3,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40294.76611039558,4161.464854645814,0.0,p1_wB14_t1_m60
p1_wB14_t1_m60_c4_z0_l1_o0,4,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40294.76611039558,4161.464854645814,0.0,p1_wB14_t1_m60
p1_wB14_t1_m60_c5_z0_l1_o0,5,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,40294.76611039558,4161.464854645814,0.0,p1_wB14_t1_m60
p1_wB14_t1_m61_c1_z0_l1_o0,1,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39988.00411039558,4161.464854645814,0.0,p1_wB14_t1_m61
p1_wB14_t1_m61_c2_z0_l1_o0,2,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39988.00411039558,4161.464854645814,0.0,p1_wB14_t1_m61
p1_wB14_t1_m61_c3_z0_l1_o0,3,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39988.00411039558,4161.464854645814,0.0,p1_wB14_t1_m61
p1_wB14_t1_m61_c4_z0_l1_o0,4,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39988.00411039558,4161.464854645814,0.0,p1_wB14_t1_m61
p1_wB14_t1_m61_c5_z0_l1_o0,5,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39988.00411039558,4161.464854645814,0.0,p1_wB14_t1_m61
p1_wB14_t1_m62_c1_z0_l1_o0,1,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39681.242110395586,4161.464854645814,0.0,p1_wB14_t1_m62
p1_wB14_t1_m62_c2_z0_l1_o0,2,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39681.242110395586,4161.464854645814,0.0,p1_wB14_t1_m62
p1_wB14_t1_m62_c3_z0_l1_o0,3,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39681.242110395586,4161.464854645814,0.0,p1_wB14_t1_m62
p1_wB14_t1_m62_c4_z0_l1_o0,4,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39681.242110395586,4161.464854645814,0.0,p1_wB14_t1_m62
p1_wB14_t1_m62_c5_z0_l1_o0,5,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39681.242110395586,4161.464854645814,0.0,p1_wB14_t1_m62
p1_wB14_t1_m63_c1_z0_l1_o0,1,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39374.48111039558,4161.464854645814,0.0,p1_wB14_t1_m63
p1_wB14_t1_m63_c2_z0_l1_o0,2,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39374.48111039558,4161.464854645814,0.0,p1_wB14_t1_m63
p1_wB14_t1_m63_c3_z0_l1_o0,3,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39374.48111039558,4161.464854645814,0.0,p1_wB14_t1_m63
p1_wB14_t1_m63_c4_z0_l1_o0,4,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39374.48111039558,4161.464854645814,0.0,p1_wB14_t1_m63
p1_wB14_t1_m63_c5_z0_l1_o0,5,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39374.48111039558,4161.464854645814,0.0,p1_wB14_t1_m63
p1_wB14_t1_m64_c1_z0_l1_o0,1,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39067.719110395585,4161.464854645814,0.0,p1_wB14_t1_m64
p1_wB14_t1_m64_c2_z0_l1_o0,2,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39067.719110395585,4161.464854645814,0.0,p1_wB14_t1_m64
p1_wB14_t1_m64_c3_z0_l1_o0,3,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39067.719110395585,4161.464854645814,0.0,p1_wB14_t1_m64
p1_wB14_t1_m64_c4_z0_l1_o0,4,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39067.719110395585,4161.464854645814,0.0,p1_wB14_t1_m64
p1_wB14_t1_m64_c5_z0_l1_o0,5,1,14,2,1,0,0.14949402023919042,0.14949402023919042,1.0,39067.719110395585,4161.464854645814,0.0,p1_wB14_t1_m64
p1_wB16_t1_m1_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2934.4178546458143,0.0,p1_wB16_t1_m1
p1_wB16_t1_m1_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2934.4178546458143,0.0,p1_wB16_t1_m1
p1_wB16_t1_m1_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2934.4178546458143,0.0,p1_wB16_t1_m1
p1_wB16_t1_m1_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2934.4178546458143,0.0,p1_wB16_t1_m1
p1_wB16_t1_m1_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2934.4178546458143,0.0,p1_wB16_t1_m1
p1_wB16_t1_m2_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2014.1328546458142,0.0,p1_wB16_t1_m2
p1_wB16_t1_m2_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2014.1328546458142,0.0,p1_wB16_t1_m2
p1_wB16_t1_m2_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2014.1328546458142,0.0,p1_wB16_t1_m2
p1_wB16_t1_m2_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2014.1328546458142,0.0,p1_wB16_t1_m2
p1_wB16_t1_m2_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2014.1328546458142,0.0,p1_wB16_t1_m2
p1_wB16_t1_m3_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45550.07881968721,2014.1328546458142,0.0,p1_wB16_t1_m3
p1_wB16_t1_m3_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45550.07881968721,2014.1328546458142,0.0,p1_wB16_t1_m3
p1_wB16_t1_m3_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45550.07881968721,2014.1328546458142,0.0,p1_wB16_t1_m3
p1_wB16_t1_m3_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45550.07881968721,2014.1328546458142,0.0,p1_wB16_t1_m3
p1_wB16_t1_m3_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45550.07881968721,2014.1328546458142,0.0,p1_wB16_t1_m3
p1_wB16_t1_m4_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45856.839819687215,2014.1328546458142,0.0,p1_wB16_t1_m4
p1_wB16_t1_m4_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45856.839819687215,2014.1328546458142,0.0,p1_wB16_t1_m4
p1_wB16_t1_m4_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45856.839819687215,2014.1328546458142,0.0,p1_wB16_t1_m4
p1_wB16_t1_m4_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45856.839819687215,2014.1328546458142,0.0,p1_wB16_t1_m4
p1_wB16_t1_m4_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45856.839819687215,2014.1328546458142,0.0,p1_wB16_t1_m4
p1_wB16_t1_m5_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46163.60181968721,2014.1328546458142,0.0,p1_wB16_t1_m5
p1_wB16_t1_m5_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46163.60181968721,2014.1328546458142,0.0,p1_wB16_t1_m5
p1_wB16_t1_m5_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46163.60181968721,2014.1328546458142,0.0,p1_wB16_t1_m5
p1_wB16_t1_m5_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46163.60181968721,2014.1328546458142,0.0,p1_wB16_t1_m5
p1_wB16_t1_m5_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46163.60181968721,2014.1328546458142,0.0,p1_wB16_t1_m5
p1_wB16_t1_m6_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2014.1328546458142,0.0,p1_wB16_t1_m6
p1_wB16_t1_m6_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2014.1328546458142,0.0,p1_wB16_t1_m6
p1_wB16_t1_m6_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2014.1328546458142,0.0,p1_wB16_t1_m6
p1_wB16_t1_m6_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2014.1328546458142,0.0,p1_wB16_t1_m6
p1_wB16_t1_m6_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2014.1328546458142,0.0,p1_wB16_t1_m6
p1_wB16_t1_m7_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46777.12581968721,2014.1328546458142,0.0,p1_wB16_t1_m7
p1_wB16_t1_m7_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46777.12581968721,2014.1328546458142,0.0,p1_wB16_t1_m7
p1_wB16_t1_m7_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46777.12581968721,2014.1328546458142,0.0,p1_wB16_t1_m7
p1_wB16_t1_m7_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46777.12581968721,2014.1328546458142,0.0,p1_wB16_t1_m7
p1_wB16_t1_m7_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46777.12581968721,2014.1328546458142,0.0,p1_wB16_t1_m7
p1_wB16_t1_m8_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47083.88681968721,2014.1328546458142,0.0,p1_wB16_t1_m8
p1_wB16_t1_m8_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47083.88681968721,2014.1328546458142,0.0,p1_wB16_t1_m8
p1_wB16_t1_m8_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47083.88681968721,2014.1328546458142,0.0,p1_wB16_t1_m8
p1_wB16_t1_m8_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47083.88681968721,2014.1328546458142,0.0,p1_wB16_t1_m8
p1_wB16_t1_m8_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47083.88681968721,2014.1328546458142,0.0,p1_wB16_t1_m8
p1_wB16_t1_m9_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47390.64881968721,2014.1328546458142,0.0,p1_wB16_t1_m9
p1_wB16_t1_m9_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47390.64881968721,2014.1328546458142,0.0,p1_wB16_t1_m9
p1_wB16_t1_m9_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47390.64881968721,2014.1328546458142,0.0,p1_wB16_t1_m9
p1_wB16_t1_m9_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47390.64881968721,2014.1328546458142,0.0,p1_wB16_t1_m9
p1_wB16_t1_m9_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47390.64881968721,2014.1328546458142,0.0,p1_wB16_t1_m9
p1_wB16_t1_m10_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47390.64881968721,2320.894854645814,0.0,p1_wB16_t1_m10
p1_wB16_t1_m10_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47390.64881968721,2320.894854645814,0.0,p1_wB16_t1_m10
p1_wB16_t1_m10_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47390.64881968721,2320.894854645814,0.0,p1_wB16_t1_m10
p1_wB16_t1_m10_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47390.64881968721,2320.894854645814,0.0,p1_wB16_t1_m10
p1_wB16_t1_m10_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47390.64881968721,2320.894854645814,0.0,p1_wB16_t1_m10
p1_wB16_t1_m11_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47083.88681968721,2320.894854645814,0.0,p1_wB16_t1_m11
p1_wB16_t1_m11_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47083.88681968721,2320.894854645814,0.0,p1_wB16_t1_m11
p1_wB16_t1_m11_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47083.88681968721,2320.894854645814,0.0,p1_wB16_t1_m11
p1_wB16_t1_m11_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47083.88681968721,2320.894854645814,0.0,p1_wB16_t1_m11
p1_wB16_t1_m11_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,47083.88681968721,2320.894854645814,0.0,p1_wB16_t1_m11
p1_wB16_t1_m12_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46777.12581968721,2320.894854645814,0.0,p1_wB16_t1_m12
p1_wB16_t1_m12_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46777.12581968721,2320.894854645814,0.0,p1_wB16_t1_m12
p1_wB16_t1_m12_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46777.12581968721,2320.894854645814,0.0,p1_wB16_t1_m12
p1_wB16_t1_m12_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46777.12581968721,2320.894854645814,0.0,p1_wB16_t1_m12
p1_wB16_t1_m12_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46777.12581968721,2320.894854645814,0.0,p1_wB16_t1_m12
p1_wB16_t1_m13_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2320.894854645814,0.0,p1_wB16_t1_m13
p1_wB16_t1_m13_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2320.894854645814,0.0,p1_wB16_t1_m13
p1_wB16_t1_m13_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2320.894854645814,0.0,p1_wB16_t1_m13
p1_wB16_t1_m13_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2320.894854645814,0.0,p1_wB16_t1_m13
p1_wB16_t1_m13_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46470.36381968721,2320.894854645814,0.0,p1_wB16_t1_m13
p1_wB16_t1_m14_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46163.60181968721,2320.894854645814,0.0,p1_wB16_t1_m14
p1_wB16_t1_m14_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46163.60181968721,2320.894854645814,0.0,p1_wB16_t1_m14
p1_wB16_t1_m14_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46163.60181968721,2320.894854645814,0.0,p1_wB16_t1_m14
p1_wB16_t1_m14_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46163.60181968721,2320.894854645814,0.0,p1_wB16_t1_m14
p1_wB16_t1_m14_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,46163.60181968721,2320.894854645814,0.0,p1_wB16_t1_m14
p1_wB16_t1_m15_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45856.839819687215,2320.894854645814,0.0,p1_wB16_t1_m15
p1_wB16_t1_m15_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45856.839819687215,2320.894854645814,0.0,p1_wB16_t1_m15
p1_wB16_t1_m15_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45856.839819687215,2320.894854645814,0.0,p1_wB16_t1_m15
p1_wB16_t1_m15_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45856.839819687215,2320.894854645814,0.0,p1_wB16_t1_m15
p1_wB16_t1_m15_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45856.839819687215,2320.894854645814,0.0,p1_wB16_t1_m15
p1_wB16_t1_m16_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45550.07881968721,2320.894854645814,0.0,p1_wB16_t1_m16
p1_wB16_t1_m16_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45550.07881968721,2320.894854645814,0.0,p1_wB16_t1_m16
p1_wB16_t1_m16_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45550.07881968721,2320.894854645814,0.0,p1_wB16_t1_m16
p1_wB16_t1_m16_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45550.07881968721,2320.894854645814,0.0,p1_wB16_t1_m16
p1_wB16_t1_m16_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45550.07881968721,2320.894854645814,0.0,p1_wB16_t1_m16
p1_wB16_t1_m17_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2320.894854645814,0.0,p1_wB16_t1_m17
p1_wB16_t1_m17_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2320.894854645814,0.0,p1_wB16_t1_m17
p1_wB16_t1_m17_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2320.894854645814,0.0,p1_wB16_t1_m17
p1_wB16_t1_m17_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2320.894854645814,0.0,p1_wB16_t1_m17
p1_wB16_t1_m17_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2320.894854645814,0.0,p1_wB16_t1_m17
p1_wB16_t1_m18_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2627.655854645814,0.0,p1_wB16_t1_m18
p1_wB16_t1_m18_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2627.655854645814,0.0,p1_wB16_t1_m18
p1_wB16_t1_m18_c3_z0_l1_o0,3,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2627.655854645814,0.0,p1_wB16_t1_m18
p1_wB16_t1_m18_c4_z0_l1_o0,4,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2627.655854645814,0.0,p1_wB16_t1_m18
p1_wB16_t1_m18_c5_z0_l1_o0,5,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45243.316819687214,2627.655854645814,0.0,p1_wB16_t1_m18
p1_wB16_t1_m19_c1_z0_l1_o0,1,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45550.07881968721,2627.655854645814,0.0,p1_wB16_t1_m19
p1_wB16_t1_m19_c2_z0_l1_o0,2,1,16,2,1,0,0.14949402023919042,0.14949402023919042,1.0,45550.07881968721,2627.655854645814,0.0,p1_wB16_t1_m19
