donor,well,fov,id,umap_x,umap_y
AML3_M1,D10,76,6,-0.113143735,3.51669
AML3_M1,D10,97,6,-0.9596991,4.2008786
AML3_M1,D10,191,7,-0.7774174,3.3584974
AML3_M1,H10,179,6,-0.16064888,5.4883924
AML3_M1,F10,23,2,0.32564524,5.603949
AML3_M1,D10,210,9,-0.4980839,4.8504515
AML3_M1,D10,240,9,-1.2768546,5.4610896
AML3_M1,B10,162,8,6.9985976,4.1830254
AML3_M1,F10,86,1,0.46294162,5.6235113
AML3_M1,F10,169,3,0.3419467,4.0903296
AML3_M1,D10,91,2,-0.2821409,5.0618095
AML3_M1,J10,40,5,0.65560067,4.795189
AML3_M1,J10,215,8,-0.043779008,7.6093874
AML3_M1,D10,148,1,0.016175706,5.6064014
AML3_M1,J10,128,5,0.50692534,3.808633
AML3_M1,H10,64,10,3.3646967,0.47357988
AML3_M1,J10,135,8,-2.327982,-1.2457117
AML3_M1,H10,169,5,-0.06419254,4.142682
AML3_M1,B10,197,2,-0.8938582,8.452597
AML3_M1,F10,129,8,4.046546,-0.56390524
AML3_M1,F10,83,3,-0.13499968,5.148076
AML3_M1,H10,5,3,-0.47640464,5.1252103
AML3_M1,D10,11,7,-0.9412545,6.3330665
AML3_M1,D10,105,4,-0.8064878,2.9417636
AML3_M1,H10,217,4,0.62562704,5.1762204
AML3_M1,F10,242,3,-0.10613327,5.434183
AML3_M1,H10,66,10,-2.030543,-2.4204824
AML3_M1,J10,159,4,-0.4799541,4.321892
AML3_M1,B10,241,4,1.1210575,3.6882937
AML3_M1,H10,220,5,-0.43330628,5.1563416
AML3_M1,D10,209,13,6.850669,3.769052
AML3_M1,J10,55,10,0.67748874,3.854244
AML3_M1,F10,95,3,0.38158712,4.2900577
AML3_M1,B10,133,7,-0.64172447,2.5174868
AML3_M1,D10,87,11,-0.46887052,5.095678
AML3_M1,J10,141,9,-0.6370614,3.9422638
AML3_M1,D10,54,4,-0.02554268,5.532173
AML3_M1,J10,10,2,-0.33858854,5.105709
AML3_M1,D10,12,3,0.9590485,8.790062
AML3_M1,J10,151,3,-0.036148075,5.599799
AML3_M1,D10,61,1,-0.8411758,4.7732964
AML3_M1,J10,83,6,-1.271408,5.191624
AML3_M1,B10,216,2,0.39942873,4.138513
AML3_M1,D10,227,3,2.2241876,8.1334915
AML3_M1,B10,15,4,-0.6353898,2.6695497
AML3_M1,D10,256,2,-2.8845637,5.8946695
AML3_M1,B10,117,8,-0.95512486,3.114059
AML3_M1,B10,78,7,-1.0997192,4.442839
AML3_M1,B10,238,9,3.6630332,-0.10764699
AML3_M1,F10,156,2,0.3271354,3.9227993
AML3_M1,J10,174,8,0.84029776,3.4054923
AML3_M1,D10,72,2,-0.32995275,4.8758006
AML3_M1,J10,15,4,-0.7158367,4.406945
AML3_M1,J10,125,2,0.32028097,5.7316856
AML3_M1,B10,51,4,2.8481596,1.5089455
AML3_M1,J10,11,3,3.3250427,9.525759
AML3_M1,H10,84,4,3.5668972,-0.29324386
AML3_M1,H10,61,1,1.2339196,6.0491567
AML3_M1,F10,129,2,0.52769333,3.9459586
AML3_M1,B10,108,1,-0.23445983,5.1672254
AML3_M1,D10,128,4,-0.13018619,5.7909555
AML3_M1,J10,241,2,0.8138322,5.081535
AML3_M1,H10,181,4,-0.107267864,4.812938
AML3_M1,J10,5,10,0.66224533,3.630719
AML3_M1,J10,23,22,6.8994994,3.7100177
AML3_M1,D10,196,6,2.8325503,-0.61853516
AML3_M1,H10,72,7,-1.8432839,-2.8332043
AML3_M1,H10,152,3,2.5977228,2.9112694
AML3_M1,D10,35,8,-0.5730134,5.1529417
AML3_M1,H10,220,4,0.4526563,5.0955734
AML3_M1,J10,98,3,0.16045395,5.31798
AML3_M1,B10,15,11,0.21513952,8.187239
AML3_M1,H10,244,4,-0.72631425,3.8024893
AML3_M1,H10,63,2,0.5992475,5.55786
AML3_M1,F10,172,7,3.344284,-0.798422
AML3_M1,J10,214,4,-1.1657845,5.1106653
AML3_M1,J10,154,2,0.659533,3.7969558
AML3_M1,B10,82,1,-0.06429315,5.7745514
AML3_M1,F10,141,5,4.1503644,-0.99022746
AML3_M1,J10,87,5,-0.17226876,5.0892034
AML3_M1,F10,209,5,-0.21695243,5.0482836
AML3_M1,J10,67,4,1.2467163,2.314836
AML3_M1,H10,25,3,-0.78471154,3.9929116
AML3_M1,H10,64,8,6.415074,2.4957008
AML3_M1,B10,244,1,-0.7535157,4.214832
AML3_M1,H10,70,4,1.7776147,1.0672603
AML3_M1,J10,105,8,3.1804368,9.657485
AML3_M1,J10,128,6,0.10520535,3.759315
AML3_M1,D10,243,4,-0.51827717,4.7795963
AML3_M1,F10,60,1,-0.3828205,5.532364
AML3_M1,F10,241,2,1.1899079,2.4187655
AML3_M1,F10,226,4,7.0575166,3.9081972
AML3_M1,B10,186,2,-1.5331334,3.6448846
AML3_M1,B10,174,6,-0.72690344,7.212678
AML3_M1,F10,5,7,-0.90027523,7.5292516
AML3_M1,H10,27,12,0.3441305,5.7554727
AML3_M1,F10,236,1,-0.35534707,5.0161195
AML3_M1,B10,167,4,-0.15583046,7.5305047
AML3_M1,J10,230,3,-0.50963825,5.589286
AML3_M1,D10,34,5,-0.006572067,4.8067775
AML3_M1,B10,87,4,-1.9907091,7.2349224
AML3_M1,D10,205,7,0.8496119,6.006305
AML3_M1,B10,185,1,2.751204,9.61808
AML3_M1,D10,236,6,-2.3791764,-1.3449273
AML3_M1,D10,140,2,1.5108253,5.928049
AML3_M1,B10,96,7,1.2255251,9.329276
AML3_M1,D10,34,12,0.41439348,4.4709077
AML3_M1,H10,12,3,-1.418652,5.3578053
AML3_M1,F10,9,10,3.4921768,-0.8323967
AML3_M1,H10,153,9,6.8454356,4.691329
AML3_M1,B10,110,8,2.8090365,0.14470223
AML3_M1,H10,203,9,7.855191,5.483052
AML3_M1,B10,192,5,-1.190532,4.909784
AML3_M1,J10,68,5,-0.6509017,4.0472527
AML3_M1,B10,61,4,0.90192163,4.9186153
AML3_M1,H10,217,14,0.4030161,5.5981913
AML3_M1,F10,127,4,0.83095545,9.428913
AML3_M1,D10,45,7,2.2188277,1.7361436
AML3_M1,F10,165,5,0.034031108,4.2127733
AML3_M1,D10,225,3,-1.2195667,5.6466546
AML3_M1,D10,190,5,-0.17725955,-1.820145
AML3_M1,H10,228,1,-1.3565745,5.7613616
AML3_M1,H10,242,2,3.4658825,2.1055675
AML3_M1,B10,123,1,0.28099483,9.877409
AML3_M1,B10,197,5,-2.396761,-0.32970685
AML3_M1,B10,106,17,0.36601356,5.3398895
AML3_M1,H10,126,1,0.6943554,5.887013
AML3_M1,D10,82,3,3.8130367,-1.1506361
AML3_M1,B10,142,5,3.108888,-0.73277164
AML3_M1,J10,30,7,2.771318,-0.6991836
AML3_M1,B10,231,8,-0.5626918,3.9857502
AML3_M1,J10,145,9,-0.6302989,4.7159266
AML3_M1,J10,75,2,0.7831503,1.7445498
AML3_M1,F10,112,3,1.1861541,2.4898305
AML3_M1,B10,20,6,-1.1393245,3.8918202
AML3_M1,J10,172,5,-1.0674264,4.0225763
AML3_M1,B10,122,1,-1.7467871,5.120025
AML3_M1,F10,45,3,-0.7137623,4.203455
AML3_M1,F10,73,6,-0.6180069,3.9824667
AML3_M1,J10,217,4,1.0766066,5.9845014
AML3_M1,D10,189,2,0.2080391,5.779711
AML3_M1,B10,5,6,-0.48615915,4.466528
AML3_M1,D10,164,4,0.77967936,4.315552
AML3_M1,B10,54,14,6.875814,4.284412
AML3_M1,J10,150,3,0.45479533,4.158539
AML3_M1,B10,149,6,-0.03271547,5.3607845
AML3_M1,J10,119,4,-2.1601777,-1.6083283
AML3_M1,B10,194,3,0.76653,4.6363707
AML3_M1,F10,178,1,-0.36248818,5.0942063
AML3_M1,D10,112,2,1.1606332,6.0839043
AML3_M1,D10,224,1,1.2420048,5.998933
AML3_M1,D10,166,11,-0.12855825,3.5120497
AML3_M1,B10,160,10,4.150886,-0.8889318
AML3_M1,J10,143,4,-2.9775903,-1.3704104
AML3_M1,H10,49,3,2.1320355,2.2250736
AML3_M1,J10,51,2,-0.40435645,5.463194
AML3_M1,B10,189,4,-0.43800622,4.511677
AML3_M1,H10,239,1,0.9426291,5.5237274
AML3_M1,D10,51,2,-0.75292206,2.8795652
AML3_M1,F10,179,3,0.29662737,5.7285204
AML3_M1,J10,24,3,0.7124283,5.0462356
AML3_M1,F10,153,14,0.021900356,5.150504
AML3_M1,D10,105,8,-0.827226,2.9426758
AML3_M1,H10,28,1,2.0320113,2.2735972
AML3_M1,D10,238,2,-0.22131862,4.749961
AML3_M1,H10,24,11,3.85535,-0.75164264
AML3_M1,D10,44,3,-0.55302274,4.1724334
AML3_M1,F10,78,11,0.4390304,3.4381132
AML3_M1,D10,24,16,6.9501786,4.2761045
AML3_M1,J10,23,5,0.03228843,4.9598427
AML3_M1,F10,238,3,0.1435575,3.6445215
AML3_M1,J10,243,1,0.79623115,5.916779
AML3_M1,B10,153,3,-0.40133777,4.932263
AML3_M1,D10,191,9,3.3977766,-0.9912448
AML3_M1,H10,168,6,0.41561502,4.2402864
AML3_M1,H10,98,3,-0.18855612,5.3057356
AML3_M1,J10,130,8,2.3451695,1.1385024
AML3_M1,F10,21,2,0.26143837,4.295386
AML3_M1,B10,64,2,-0.79808056,3.834671
AML3_M1,F10,19,12,3.2563853,0.15913233
AML3_M1,H10,201,3,-0.55257016,4.7501283
AML3_M1,H10,146,6,-1.0920275,4.3625
AML3_M1,F10,185,4,1.3678992,9.170099
AML3_M1,H10,24,6,0.9267427,6.057129
AML3_M1,B10,173,6,7.843595,5.5159006
AML3_M1,F10,213,4,6.940995,4.609152
AML3_M1,H10,135,6,-0.086326264,5.2201324
AML3_M1,H10,29,4,-0.180477,5.2701774
AML3_M1,D10,249,9,0.7213175,3.634938
AML3_M1,B10,231,11,-1.0484942,3.6564727
AML3_M1,H10,221,4,1.5301176,3.1016562
AML3_M1,B10,237,10,1.1892102,2.1038246
AML3_M1,D10,90,5,0.3118644,3.9053395
AML3_M1,J10,7,5,-2.3054202,2.5947502
AML3_M1,J10,79,9,-1.4791155,3.2903936
AML3_M1,H10,142,9,3.4392216,-1.0015169
AML3_M1,D10,44,1,1.1660056,8.863083
AML3_M1,B10,153,10,2.7999527,6.827875
AML3_M1,D10,179,4,-0.95209247,3.578058
AML3_M1,D10,52,9,0.6997011,4.3816657
AML3_M1,F10,59,2,-0.09473321,5.121847
AML3_M1,H10,45,5,-0.21921793,4.8117943
AML3_M1,B10,203,10,-0.34003964,7.3821783
AML3_M1,H10,36,9,-0.18433146,5.246006
AML3_M1,F10,143,10,3.494762,-1.2452898
AML3_M1,H10,78,7,-1.4795219,4.044347
AML3_M1,J10,5,12,7.0181847,4.4988647
AML3_M1,B10,76,15,-3.1960013,-1.0669488
AML3_M1,B10,219,11,0.4906455,5.760224
AML3_M1,D10,125,4,-1.3074418,-2.0207858
AML3_M1,D10,221,6,-0.05129215,3.9001029
AML3_M1,B10,41,1,3.2772887,9.635057
AML3_M1,H10,250,5,-0.5026016,5.09241
AML3_M1,H10,13,1,0.36339644,4.097435
AML3_M1,D10,119,3,6.8633018,3.884936
AML3_M1,D10,210,6,1.1777383,5.943018
AML3_M1,J10,87,4,-0.79978806,4.117908
AML3_M1,J10,33,3,-0.1285946,4.657186
AML3_M1,J10,80,6,0.748487,4.860017
AML3_M1,H10,250,4,-0.049426302,5.499564
AML3_M1,B10,80,1,1.6382892,6.067031
AML3_M1,B10,78,5,-0.33757517,3.95359
AML3_M1,J10,238,1,-0.297621,4.1684613
AML3_M1,H10,24,1,0.29148638,4.734259
AML3_M1,F10,82,7,3.4954402,-1.2524918
AML3_M1,B10,38,2,0.8377697,4.4418883
AML3_M1,B10,13,3,-0.8068726,4.2736616
AML3_M1,B10,202,12,0.7710422,4.2208815
AML3_M1,H10,103,2,-0.8140882,5.496532
AML3_M1,H10,47,2,-0.08270228,5.1196513
AML3_M1,H10,78,8,-0.83169377,4.2757936
AML3_M1,J10,186,1,-0.54256284,4.934613
AML3_M1,B10,219,8,3.3694408,-0.9547924
AML3_M1,J10,118,1,0.444095,4.730643
AML3_M1,H10,88,2,-2.643908,5.437647
AML3_M1,H10,200,4,-0.09366174,5.2549415
AML3_M1,H10,242,1,0.039377946,5.6077185
AML3_M1,D10,167,5,-0.8783527,3.817479
AML3_M1,B10,46,5,-0.5735542,3.706037
AML3_M1,J10,118,10,-0.92507297,-0.6381419
AML3_M1,J10,181,6,-2.1010458,-0.87744564
AML3_M1,J10,108,9,-1.0170038,3.9487453
AML3_M1,D10,65,6,-0.34359756,3.9375162
AML3_M1,H10,39,1,-0.4445789,5.418938
AML3_M1,B10,140,3,-0.104859605,5.7462606
AML3_M1,H10,230,9,-0.24748825,-3.2268083
AML3_M1,F10,212,13,4.8387594,3.95039
AML3_M1,B10,83,5,2.8047194,1.7579997
AML3_M1,D10,103,9,-2.0215251,1.8491201
AML3_M1,H10,75,9,2.6396394,1.9862701
AML3_M1,D10,18,6,0.055522345,4.460207
AML3_M1,D10,56,1,1.9173802,9.096885
AML3_M1,B10,206,3,0.2813537,3.6673288
AML3_M1,J10,16,5,-0.43927068,8.793412
AML3_M1,J10,142,2,0.29996076,5.933311
AML3_M1,D10,41,20,7.452001,4.792537
AML3_M1,H10,7,16,7.268051,3.7647953
AML3_M1,B10,168,5,-1.3175149,-1.5196774
AML3_M1,D10,235,5,-0.43154892,5.393144
AML3_M1,D10,122,6,-0.8572899,4.1483283
AML3_M1,D10,78,11,6.641561,4.9170876
AML3_M1,J10,155,7,-2.5106146,-2.1720822
AML3_M1,F10,9,3,-0.6570019,4.74728
AML3_M1,D10,245,5,1.5642593,5.984008
AML3_M1,H10,54,3,-0.03775763,-1.1407088
AML3_M1,H10,169,16,6.920711,3.7122242
AML3_M1,F10,191,5,-0.73599964,4.1150436
AML3_M1,H10,71,3,0.5771346,4.264281
AML3_M1,D10,67,14,0.10215961,4.3052516
AML3_M1,F10,46,6,-0.5541316,5.6118565
AML3_M1,J10,35,1,-0.28813034,5.4431543
AML3_M1,D10,36,5,2.2009706,1.710787
AML3_M1,B10,97,6,-0.31009173,4.609923
AML3_M1,B10,245,3,-0.3155184,5.6586566
AML3_M1,F10,22,2,-0.27361798,5.2975044
AML3_M1,J10,55,4,-0.73952794,2.4022038
AML3_M1,H10,9,7,-0.71487486,3.7423406
AML3_M1,B10,203,4,4.2742743,-0.7637251
AML3_M1,H10,159,12,-0.21370661,5.28949
AML3_M1,J10,136,5,0.12182268,8.636141
AML3_M1,J10,229,4,-1.2466089,4.5064845
AML3_M1,J10,202,9,2.9449217,0.38373724
AML3_M1,B10,88,4,-2.0845888,4.7876716
AML3_M1,F10,74,3,0.6224569,4.4193964
AML3_M1,D10,117,5,0.07785279,5.526448
AML3_M1,D10,91,11,3.2324605,0.34051248
AML3_M1,F10,163,4,7.000765,4.4942822
AML3_M1,D10,116,2,-0.18161176,5.2540445
AML3_M1,F10,158,2,-0.65109015,5.4273415
AML3_M1,F10,115,8,-0.33313185,4.691527
AML3_M1,H10,119,1,0.5478678,5.8276157
AML3_M1,B10,171,1,-1.5489798,4.149141
AML3_M1,B10,124,2,2.888244,-0.67228293
AML3_M1,F10,70,7,-0.57669705,4.443567
AML3_M1,B10,46,3,-1.1205132,4.315229
AML3_M1,D10,231,12,-0.73130494,2.6786096
AML3_M1,B10,139,2,-2.141862,-1.4940102
AML3_M1,D10,66,5,-1.8149325,3.792077
AML3_M1,H10,150,7,0.85889065,4.3676248
AML3_M1,D10,185,3,0.16845931,4.709931
AML3_M1,H10,233,4,1.2240653,2.426206
AML3_M1,D10,24,9,0.74472624,-2.4348674
AML3_M1,D10,93,3,-0.3655187,4.2344027
AML3_M1,H10,78,16,6.414026,2.5373828
AML3_M1,F10,21,6,0.51435745,4.163875
AML3_M1,J10,120,2,0.5923274,5.1529727
AML3_M1,F10,206,1,-0.28120857,5.250077
AML3_M1,F10,135,6,-0.8579508,-0.68334365
AML3_M1,J10,131,8,-1.0434345,8.347059
AML3_M1,D10,12,4,-0.803998,-1.4944973
AML3_M1,D10,117,2,-0.23977713,3.716488
AML3_M1,H10,116,3,3.3780706,9.393009
AML3_M1,D10,181,3,0.83157426,5.791846
AML3_M1,F10,234,3,-0.6863746,5.643064
AML3_M1,B10,95,5,1.2930106,5.9981213
AML3_M1,H10,11,7,-0.5982865,4.278958
AML3_M1,H10,78,11,-0.54133254,3.9112105
AML3_M1,J10,49,1,0.07708805,5.501048
AML3_M1,J10,9,5,0.51069945,3.8568168
AML3_M1,D10,95,10,-0.7661952,3.165254
AML3_M1,J10,253,7,-0.18723717,3.3606787
AML3_M1,D10,168,8,0.5390498,4.1859627
AML3_M1,J10,169,5,3.423228,-0.9837311
AML3_M1,H10,52,4,-0.041506503,5.356896
AML3_M1,B10,149,2,1.1906245,5.9662795
AML3_M1,J10,5,8,0.1774605,4.1266103
AML3_M1,B10,256,5,1.3474493,5.805922
AML3_M1,D10,242,5,0.18985912,5.8223553
AML3_M1,H10,197,1,-0.9622291,5.8700175
AML3_M1,H10,66,12,3.507504,-0.9110515
AML3_M1,B10,64,5,-2.131543,4.3910184
AML3_M1,B10,97,9,-1.9197108,-2.9940915
AML3_M1,J10,27,5,1.726168,-1.1429862
AML3_M1,F10,183,2,0.05077402,5.4436564
AML3_M1,D10,145,6,-0.795504,-0.4062591
AML3_M1,B10,205,2,-0.21068385,5.651835
AML3_M1,J10,256,3,1.2091153,5.681067
AML3_M1,F10,248,3,-0.5995704,4.7925515
AML3_M1,H10,207,3,-0.13954374,4.9466505
AML3_M1,D10,180,4,0.6937195,4.27803
AML3_M1,H10,89,5,0.5857681,3.2855928
AML3_M1,D10,153,7,3.21392,-0.7752181
AML3_M1,H10,40,5,-0.40789893,4.5670366
AML3_M1,F10,116,3,0.6275598,4.048148
AML3_M1,H10,60,2,1.4408231,6.9854364
AML3_M1,D10,35,5,-0.95938385,4.443876
AML3_M1,H10,142,4,-2.7740207,2.7744334
AML3_M1,D10,189,8,-0.28380194,5.3918924
AML3_M1,H10,133,3,-0.6452639,4.8490973
AML3_M1,H10,212,3,-0.60182285,5.1347675
AML3_M1,J10,115,1,-0.5140795,4.024085
AML3_M1,B10,154,1,-0.4363379,5.153525
AML3_M1,J10,188,6,0.53240496,5.4034867
AML3_M1,J10,120,6,1.7266448,1.5530058
AML3_M1,J10,163,4,-0.90140456,3.1920993
AML3_M1,F10,46,8,0.46797794,5.7561183
AML3_M1,B10,125,3,-1.2579678,7.083546
AML3_M1,D10,55,2,0.22794792,5.2798386
AML3_M1,B10,136,4,-0.4350662,6.6990113
AML3_M1,B10,53,5,0.46376374,3.6278787
AML3_M1,J10,68,9,3.7347708,0.02840147
AML3_M1,H10,176,11,6.8932242,3.9676435
AML3_M1,D10,141,7,-0.49770108,9.183668
AML3_M1,B10,242,3,-0.8812858,3.7210236
AML3_M1,J10,48,1,-0.5151607,5.4639025
AML3_M1,D10,8,1,-0.60392696,4.1921234
AML3_M1,H10,238,4,-0.79068106,3.8399959
AML3_M1,B10,10,1,1.5471468,9.022553
AML3_M1,D10,103,12,6.97363,4.137641
AML3_M1,J10,239,7,0.7525294,9.783657
AML3_M1,F10,172,6,3.496341,2.1071346
AML3_M1,F10,145,1,-0.7107188,4.83552
AML3_M1,B10,95,1,3.1769924,9.653918
AML3_M1,D10,68,9,7.2046175,3.086532
AML3_M1,H10,48,9,7.0403457,4.436981
AML3_M1,J10,14,5,-0.23518759,4.6119246
AML3_M1,B10,58,9,3.1805358,-0.7907059
AML3_M1,J10,218,7,6.698173,3.8253863
AML3_M1,B10,140,1,-0.4643797,5.3994093
AML3_M1,F10,215,11,-1.4217784,5.4828033
AML3_M1,J10,128,2,-1.161246,4.4524765
AML3_M1,D10,65,2,0.15101488,5.423822
AML3_M1,J10,121,7,-0.3749326,5.464119
AML3_M1,H10,198,1,1.9454427,9.610925
AML3_M1,B10,204,1,0.044324942,5.8145733
AML3_M1,F10,68,3,0.2894824,5.7960033
AML3_M1,J10,234,3,-1.6663308,-2.7585773
AML3_M1,J10,82,5,4.039545,-0.87087274
AML3_M1,B10,27,9,3.3914163,-0.2929595
AML3_M1,H10,98,4,0.09266033,5.4214363
AML3_M1,D10,44,8,4.437937,-0.7988678
AML3_M1,B10,37,8,3.0934606,-0.019436875
AML3_M1,B10,30,4,1.6664108,0.38860497
AML3_M1,H10,243,2,-0.40734416,4.91499
AML3_M1,J10,76,4,-0.7935612,4.678739
AML3_M1,F10,76,6,-1.3281024,5.9914227
AML3_M1,D10,48,10,0.69111234,3.128299
AML3_M1,J10,27,3,-0.86618316,4.0348334
AML3_M1,H10,141,5,-2.6725361,-1.8809727
AML3_M1,D10,67,9,0.85973465,4.437686
AML3_M1,B10,163,3,0.21940038,4.0864053
AML3_M1,B10,96,6,0.09893184,3.2605548
AML3_M1,J10,51,3,-2.6612575,3.0331697
AML3_M1,J10,214,5,-0.32257882,5.1956964
AML3_M1,H10,222,7,2.760204,1.6287011
AML3_M1,J10,87,1,0.46567872,4.332118
AML3_M1,D10,188,2,0.2947373,3.5778365
AML3_M1,B10,102,5,2.4823704,1.5782458
AML3_M1,J10,157,5,2.6699512,1.7574186
AML3_M1,H10,217,3,0.022554422,5.0204926
AML3_M1,H10,72,9,3.1572168,1.7835138
AML3_M1,H10,236,12,7.6326404,3.0188391
AML3_M1,F10,141,1,0.40142593,5.198164
AML3_M1,B10,104,10,7.057157,4.4771314
AML3_M1,B10,86,7,0.50009394,4.076881
AML3_M1,F10,210,3,0.5415359,4.042481
AML3_M1,B10,41,5,-0.122809306,4.8444276
AML3_M1,J10,126,2,0.025789473,3.759319
AML3_M1,B10,143,2,-0.40660605,5.4762874
AML3_M1,H10,144,4,0.42922112,2.7780418
AML3_M1,H10,66,5,7.4030247,4.864199
AML3_M1,D10,189,5,-0.2756611,5.7054553
AML3_M1,H10,29,3,-0.77736765,4.0301347
AML3_M1,B10,99,1,0.40077177,5.568508
AML3_M1,B10,116,3,0.08643989,5.7435575
AML3_M1,J10,46,5,-0.9610155,4.154236
AML3_M1,F10,243,14,6.833609,4.0705156
AML3_M1,D10,169,3,-0.28161696,4.6351357
AML3_M1,H10,227,5,7.617883,4.9266734
AML3_M1,B10,41,8,0.36979342,3.9622204
AML3_M1,D10,189,1,1.1999801,5.9703918
AML3_M1,B10,165,3,-0.3369912,5.0826793
AML3_M1,D10,150,2,2.7507923,9.240072
AML3_M1,J10,6,6,3.434587,-0.60841715
AML3_M1,B10,80,9,-1.847934,2.9478035
AML3_M1,H10,218,1,1.2692027,6.147558
AML3_M1,H10,155,3,0.26606476,4.006354
AML3_M1,H10,46,5,1.9063178,1.7810241
AML3_M1,D10,161,3,2.1526093,9.566442
AML3_M1,J10,88,10,1.5034204,2.1373186
AML3_M1,B10,32,4,1.7410387,9.214159
AML3_M1,B10,58,10,2.4127252,8.584104
AML3_M1,D10,110,15,7.23198,4.790351
AML3_M1,D10,73,2,-0.16165015,5.32293
AML3_M1,J10,76,3,-0.44759202,5.0545683
AML3_M1,B10,18,5,-1.8630409,-2.8393152
AML3_M1,F10,189,14,0.41898695,8.243051
AML3_M1,D10,102,1,0.11451175,5.777863
AML3_M1,D10,246,7,6.6607227,3.293232
AML3_M1,B10,27,2,-0.13778487,5.257337
AML3_M1,J10,250,2,-0.42470604,8.964489
AML3_M1,H10,62,3,-0.4512477,4.581412
AML3_M1,H10,200,10,7.182775,4.2858
AML3_M1,D10,98,1,-0.73426175,5.042745
AML3_M1,H10,44,6,-0.3107439,5.1436734
AML3_M1,F10,185,7,0.5666051,3.8031752
AML3_M1,H10,52,2,2.165181,8.884956
AML3_M1,J10,56,6,0.66937983,4.0128946
AML3_M1,H10,149,5,1.7180909,9.465465
AML3_M1,D10,97,1,1.1996397,6.0099764
AML3_M1,D10,239,8,-2.0048218,-2.7236803
AML3_M1,H10,220,13,6.976121,3.3840485
AML3_M1,J10,237,1,-0.73423845,4.673426
AML3_M1,B10,238,6,0.5937007,4.050347
AML3_M1,H10,100,3,1.2919468,2.5452015
AML3_M1,B10,95,11,-0.9683716,4.220864
AML3_M1,J10,129,3,-2.7261462,5.8478403
AML3_M1,F10,143,12,-1.1686475,2.6844041
AML3_M1,F10,151,4,-1.0331377,6.1114445
AML3_M1,F10,101,10,0.6416597,1.8451521
AML3_M1,H10,58,1,-0.8839277,2.6513898
AML3_M1,J10,251,9,3.9411519,-1.2380757
AML3_M1,H10,24,14,0.93923414,4.5131855
AML3_M1,B10,42,4,0.07167496,3.7293715
AML3_M1,J10,49,6,-1.6804452,-2.3482912
AML3_M1,J10,212,3,-2.5608473,-1.9244412
AML3_M1,B10,121,2,-0.7018162,8.88778
AML3_M1,H10,208,1,0.8926703,5.866525
AML3_M1,J10,217,1,1.0814365,5.948234
AML3_M1,H10,227,9,0.44085288,4.2971754
AML3_M1,D10,87,10,-1.8814923,-0.25415504
AML3_M1,B10,76,5,-1.5221254,4.3063965
AML3_M1,J10,29,4,0.873278,5.579281
AML3_M1,D10,114,11,-0.5547766,3.3966942
AML3_M1,B10,210,4,0.029880002,3.054059
AML3_M1,H10,233,13,6.788361,3.1825445
AML3_M1,H10,39,12,3.7914226,-0.5129441
AML3_M1,J10,233,2,-0.107305855,4.8109646
AML3_M1,F10,159,1,-0.53065294,5.576996
AML3_M1,D10,166,14,-0.2333251,1.6491326
AML3_M1,F10,165,8,3.3059108,-0.87843275
AML3_M1,B10,92,6,2.7826884,-0.564118
AML3_M1,H10,62,4,0.9349874,4.3566284
AML3_M1,H10,211,2,-0.32104263,5.3860593
AML3_M1,H10,88,1,-0.17261966,3.6405585
AML3_M1,F10,222,2,6.73585,4.9655137
AML3_M1,B10,150,2,-0.9615741,4.829269
AML3_M1,H10,143,2,-0.45522714,4.6207533
AML3_M1,D10,85,2,7.1777735,4.2825937
AML3_M1,H10,185,7,-1.0784346,8.836491
AML3_M1,H10,200,2,-0.49350706,5.6109457
AML3_M1,J10,41,11,0.519646,5.6921573
AML3_M1,H10,215,2,0.27512118,5.7530293
AML3_M1,J10,9,8,-1.3582021,-2.2200966
AML3_M1,J10,42,4,-0.74507314,3.2641468
AML3_M1,D10,30,10,-0.16669567,2.717966
AML3_M1,B10,66,10,0.7736901,5.306826
AML3_M1,B10,67,6,7.495428,5.410261
AML3_M1,F10,77,1,1.8874556,1.597584
AML3_M1,F10,24,8,-0.1660174,5.2172055
AML3_M1,B10,101,9,2.6531272,2.5767763
AML3_M1,H10,180,9,7.429654,5.032989
AML3_M1,B10,128,1,0.93343973,5.914775
AML3_M1,H10,110,4,-0.6931092,3.1145244
AML3_M1,J10,94,7,6.5157824,4.133476
AML3_M1,J10,178,4,-2.3986046,3.323821
AML3_M1,J10,87,9,-1.1738646,5.0168796
AML3_M1,B10,15,2,7.080721,4.1896286
AML3_M1,J10,216,4,3.8009126,-0.79744446
AML3_M1,B10,123,6,7.142322,4.1269484
AML3_M1,D10,118,9,-0.7865061,3.5458364
AML3_M1,J10,238,3,-0.35688043,3.465842
AML3_M1,D10,95,1,0.4099792,5.751874
AML3_M1,J10,52,1,-0.62139094,5.295969
AML3_M1,J10,83,2,0.31333405,7.7350144
AML3_M1,B10,5,7,-0.5707161,4.5129194
AML3_M1,B10,189,2,-0.5755774,5.007083
AML3_M1,B10,57,7,3.7389877,2.306476
AML3_M1,H10,101,3,-0.32236633,4.188766
AML3_M1,F10,21,8,6.733869,4.994634
AML3_M1,J10,175,4,-0.40626797,4.622944
AML3_M1,D10,205,1,0.9874272,2.3477683
AML3_M1,B10,128,2,-2.2489026,5.2483335
AML3_M1,B10,214,7,1.1960366,2.0438018
AML3_M1,D10,29,10,3.0674112,1.84001
AML3_M1,J10,150,4,-0.76468855,4.362663
