donor,well,fov,id,umap_x,umap_y
AML5_M5,B16,15,46,0.44534817,7.8175716
AML5_M5,J16,157,27,0.30782655,8.38107
AML5_M5,F16,54,87,-0.06930741,7.6431656
AML5_M5,D16,157,37,-0.87535745,5.4384027
AML5_M5,D16,77,58,3.5397272,0.26385334
AML5_M5,H16,222,56,1.7222999,8.878722
AML5_M5,J16,75,62,0.72564435,8.891298
AML5_M5,D16,104,24,1.292324,7.4734592
AML5_M5,J16,6,1,3.4857202,9.449702
AML5_M5,B16,213,2,-0.6139813,6.781597
AML5_M5,H16,8,54,0.79607886,0.16831957
AML5_M5,F16,35,103,3.5269134,9.245583
AML5_M5,H16,153,1,2.1696289,8.896807
AML5_M5,B16,14,36,2.6402063,8.705941
AML5_M5,B16,131,2,1.1440557,9.256757
AML5_M5,D16,33,77,2.2510962,2.7798262
AML5_M5,J16,234,54,-0.3010223,7.2140317
AML5_M5,J16,75,17,2.73972,8.997868
AML5_M5,B16,219,24,2.0859923,9.430095
AML5_M5,D16,155,57,3.4297094,2.1229763
AML5_M5,J16,203,12,1.7342538,8.928747
AML5_M5,D16,41,82,0.23013662,7.303329
AML5_M5,H16,27,49,7.5375667,5.3858914
AML5_M5,D16,158,52,3.1694305,1.6963674
AML5_M5,D16,163,55,2.3543475,9.14981
AML5_M5,B16,180,52,0.537294,5.888799
AML5_M5,H16,127,47,-0.43736875,9.16836
AML5_M5,J16,9,29,2.5730164,8.686935
AML5_M5,F16,198,63,-0.70458114,7.6665325
AML5_M5,B16,133,37,-2.3263042,5.6801596
AML5_M5,F16,169,10,1.8744452,8.2226305
AML5_M5,F16,86,29,0.7551717,8.424696
AML5_M5,J16,161,33,0.105217464,-0.69494426
AML5_M5,J16,102,44,1.6581907,8.365969
AML5_M5,B16,21,88,1.621834,8.411427
AML5_M5,F16,129,23,1.102019,8.530557
AML5_M5,D16,33,21,1.773302,7.333073
AML5_M5,J16,48,17,2.7099845,9.036986
AML5_M5,D16,63,23,1.3756394,9.109695
AML5_M5,D16,139,21,1.0711167,8.556067
AML5_M5,F16,53,38,1.6228302,8.118576
AML5_M5,F16,76,73,3.5180345,9.371915
AML5_M5,F16,170,5,-0.027504764,5.2363477
AML5_M5,B16,187,17,3.9330227,-0.29351497
AML5_M5,B16,151,39,0.84263724,3.9614522
AML5_M5,B16,129,76,6.4582887,2.5367434
AML5_M5,J16,77,64,6.3720064,3.2318816
AML5_M5,B16,130,55,2.8214927,2.0576677
AML5_M5,F16,216,60,4.0410194,-0.60001165
AML5_M5,F16,40,40,0.602214,7.9797807
AML5_M5,F16,47,29,1.7947992,9.202415
AML5_M5,H16,218,76,0.5001254,8.788519
AML5_M5,F16,100,54,0.12585393,7.058994
AML5_M5,H16,206,20,2.3593535,8.954034
AML5_M5,D16,40,31,1.5339681,8.658137
AML5_M5,F16,92,23,0.4578603,7.6602583
AML5_M5,J16,173,73,4.0675693,-0.8461043
AML5_M5,H16,219,21,2.0114458,6.814031
AML5_M5,B16,246,56,3.6557486,-0.7597329
AML5_M5,F16,107,3,2.4661202,9.156922
AML5_M5,B16,14,98,-0.17270559,8.58941
AML5_M5,H16,215,23,2.6567435,2.3779762
AML5_M5,J16,228,1,3.4043634,9.427211
AML5_M5,F16,96,44,-0.2564149,6.0523443
AML5_M5,H16,108,62,-0.71794295,6.3657885
AML5_M5,F16,47,52,1.9227612,8.374107
AML5_M5,B16,82,54,-0.26118276,8.299291
AML5_M5,D16,36,14,2.4088101,9.002797
AML5_M5,H16,225,64,1.3647045,8.620337
AML5_M5,F16,224,10,1.559855,9.261103
AML5_M5,H16,131,73,0.6654306,8.725952
AML5_M5,B16,151,58,-1.5378289,8.558258
AML5_M5,F16,29,5,2.537912,9.081011
AML5_M5,J16,26,74,0.15986086,7.4903684
AML5_M5,J16,24,99,7.973065,5.6209126
AML5_M5,D16,161,15,-1.0652127,5.739959
AML5_M5,D16,223,78,1.7353638,7.3690104
AML5_M5,J16,220,15,0.86302686,8.157602
AML5_M5,D16,167,47,-0.15411705,9.077469
AML5_M5,F16,193,5,3.4248176,9.381895
AML5_M5,D16,13,66,2.1132798,6.6482263
AML5_M5,B16,50,30,1.248317,7.3708005
AML5_M5,D16,32,92,4.122925,-0.5554973
AML5_M5,B16,127,68,-0.42122665,0.94477254
AML5_M5,B16,209,37,1.840502,8.66872
AML5_M5,J16,223,16,2.9209692,9.162906
AML5_M5,H16,144,27,2.4500055,8.988881
AML5_M5,B16,191,2,3.6062758,9.501611
AML5_M5,F16,86,25,-0.49280545,4.5906396
AML5_M5,F16,163,6,2.8922486,9.035763
AML5_M5,H16,169,24,2.404961,8.703044
AML5_M5,F16,122,59,2.9104433,2.141959
AML5_M5,F16,195,51,1.7114036,8.67298
AML5_M5,B16,26,54,2.0762239,8.686568
AML5_M5,H16,113,5,3.2376416,9.271472
AML5_M5,J16,39,11,2.2227619,9.238339
AML5_M5,H16,247,61,3.9398532,-0.4043248
AML5_M5,B16,130,31,-1.0539505,7.1934505
AML5_M5,D16,124,51,0.6264926,7.572067
AML5_M5,B16,81,41,3.0099502,9.349368
AML5_M5,D16,30,52,1.5236651,8.016424
AML5_M5,H16,178,39,0.7672721,8.982922
AML5_M5,J16,150,68,-1.0963323,-0.85332215
AML5_M5,H16,230,11,1.2409557,8.899151
AML5_M5,J16,70,64,1.0424043,9.211591
AML5_M5,B16,5,24,1.2844332,8.41884
AML5_M5,J16,219,51,1.5413741,7.602588
AML5_M5,H16,239,40,-0.1994487,8.036307
AML5_M5,D16,91,11,1.717727,9.342979
AML5_M5,J16,102,26,-0.32215738,6.323612
AML5_M5,F16,252,36,3.038167,9.345787
AML5_M5,B16,40,5,2.8102238,9.229741
AML5_M5,H16,89,63,-1.1854002,8.87885
AML5_M5,F16,167,80,7.7748947,5.5301104
AML5_M5,D16,46,52,-0.6257055,6.5122547
AML5_M5,D16,43,97,4.0799375,-0.17568742
AML5_M5,F16,139,65,7.3326902,3.0486772
AML5_M5,F16,93,65,2.4980943,2.6315112
AML5_M5,B16,52,67,0.57173467,8.455805
AML5_M5,F16,239,77,4.1591,-0.49681762
AML5_M5,D16,9,48,0.6736733,7.2688813
AML5_M5,F16,256,35,3.5100613,0.39296296
AML5_M5,B16,202,63,-1.0363857,8.353998
AML5_M5,F16,183,21,2.1058326,9.185772
AML5_M5,D16,158,72,3.8161073,-0.680731
AML5_M5,D16,11,72,1.5166711,8.060806
AML5_M5,H16,245,41,-0.36206752,8.384852
AML5_M5,J16,13,27,0.4957962,8.947982
AML5_M5,B16,142,53,1.2839053,-1.9572656
AML5_M5,J16,112,91,1.2294633,-2.0669549
AML5_M5,J16,136,77,6.575159,2.922244
AML5_M5,F16,118,1,2.0925856,9.535799
AML5_M5,J16,66,52,0.84862053,8.66537
AML5_M5,D16,155,42,3.3170283,2.0910118
AML5_M5,D16,105,73,3.5619872,-0.9703037
AML5_M5,H16,211,1,3.5508769,9.440005
AML5_M5,F16,164,69,0.64175874,7.558613
AML5_M5,F16,193,90,6.99837,2.981648
AML5_M5,D16,225,37,1.5045837,8.43488
AML5_M5,D16,83,31,2.1107795,9.177774
AML5_M5,J16,33,1,2.1827943,9.568699
AML5_M5,D16,137,34,2.3974574,2.0380318
AML5_M5,B16,190,73,-0.023914222,6.9645147
AML5_M5,D16,56,65,7.315903,2.9019175
AML5_M5,B16,10,90,0.23854208,7.654064
AML5_M5,J16,186,52,3.8495998,9.64639
AML5_M5,F16,37,88,7.040574,3.2763627
AML5_M5,J16,85,36,-0.2735509,7.5357075
AML5_M5,J16,81,54,-1.4545957,2.4947174
AML5_M5,J16,147,61,-1.4287734,-1.6999604
AML5_M5,D16,18,7,2.761476,9.095211
AML5_M5,D16,169,57,2.0693448,8.634585
AML5_M5,J16,150,22,0.10457767,8.384204
AML5_M5,J16,10,14,1.5516716,7.916003
AML5_M5,D16,145,67,-1.2849997,8.316245
AML5_M5,D16,161,57,2.9653604,2.072
AML5_M5,J16,19,52,1.344109,8.283142
AML5_M5,F16,150,68,3.024703,1.8798337
AML5_M5,B16,107,37,1.5958562,8.560007
AML5_M5,J16,35,100,1.514604,7.9035053
AML5_M5,J16,32,54,1.7318082,8.282401
AML5_M5,F16,47,23,2.5191853,9.226993
AML5_M5,B16,197,67,-0.53858143,9.187112
AML5_M5,D16,172,57,-0.1766909,6.1730294
AML5_M5,J16,55,10,-0.90622646,6.6383224
AML5_M5,J16,247,15,1.1100507,5.4895964
AML5_M5,F16,145,89,1.8113459,-1.9138397
AML5_M5,D16,123,38,1.4519175,8.279648
AML5_M5,H16,48,54,0.8402237,7.6602893
AML5_M5,J16,231,50,6.7331867,2.5961707
AML5_M5,F16,138,43,-0.7494307,9.403374
AML5_M5,F16,94,55,0.015004199,5.479764
AML5_M5,J16,71,15,-0.21366665,7.4371243
AML5_M5,F16,193,13,-1.1155485,9.111839
AML5_M5,D16,65,45,0.18719366,8.388725
AML5_M5,B16,13,49,2.337254,8.545737
AML5_M5,J16,156,38,2.3684773,1.4308908
AML5_M5,D16,110,11,2.6159086,9.169154
AML5_M5,D16,84,28,2.5057101,9.2068615
AML5_M5,J16,136,64,-0.79424036,8.9252205
AML5_M5,B16,170,2,2.2573273,8.855507
AML5_M5,B16,149,15,-1.0860962,8.521848
AML5_M5,D16,17,46,-1.7687246,1.953183
AML5_M5,H16,214,55,3.917679,-0.29876912
AML5_M5,F16,31,35,1.0003455,7.962907
AML5_M5,F16,117,66,4.1421304,-0.72266805
AML5_M5,D16,108,63,1.108853,-1.6190357
AML5_M5,D16,39,137,0.510249,7.5812
AML5_M5,D16,225,47,2.0704052,8.47783
AML5_M5,B16,192,3,-0.87219554,8.649504
AML5_M5,F16,154,76,-1.2304088,7.877541
AML5_M5,F16,95,44,0.37787655,6.4477987
AML5_M5,J16,251,33,4.060865,-0.5508328
AML5_M5,B16,131,54,-0.16000354,-0.25495112
AML5_M5,J16,116,76,0.93464655,-1.8759296
AML5_M5,D16,248,77,-0.947666,8.852834
AML5_M5,F16,251,7,3.548606,9.423935
AML5_M5,J16,111,26,0.26546544,5.2678814
AML5_M5,B16,117,64,0.27110004,8.771301
AML5_M5,J16,228,43,2.1840389,6.236977
AML5_M5,D16,70,21,1.1866505,8.849084
AML5_M5,D16,141,7,2.8116493,9.099065
AML5_M5,F16,64,20,-0.57004833,7.3576784
AML5_M5,B16,125,75,1.3561041,9.386263
AML5_M5,H16,51,32,0.030969528,7.915023
AML5_M5,J16,131,24,2.629285,8.974153
AML5_M5,J16,137,6,1.3131297,8.143039
AML5_M5,D16,217,35,-0.17017095,8.652844
AML5_M5,D16,147,11,1.4547877,9.361505
AML5_M5,B16,251,11,2.398787,2.4354646
AML5_M5,F16,185,25,-0.36355472,6.634055
AML5_M5,H16,189,15,2.3342807,8.887464
AML5_M5,F16,237,50,-1.2077618,7.8142457
AML5_M5,H16,246,20,1.8603617,9.121393
AML5_M5,H16,100,49,0.87142557,8.2589855
AML5_M5,H16,137,57,-0.65021515,8.40342
AML5_M5,B16,253,22,1.5198164,1.7531353
AML5_M5,F16,110,29,1.8519166,8.485915
AML5_M5,H16,189,75,6.8686213,3.0752733
AML5_M5,J16,40,73,-0.39508215,7.2425294
AML5_M5,D16,242,59,1.4984087,2.7767358
AML5_M5,F16,208,47,-0.49849615,8.740537
AML5_M5,D16,84,32,0.086888835,8.978559
AML5_M5,F16,20,61,0.35162884,7.463709
AML5_M5,F16,45,86,6.996917,2.7963912
AML5_M5,J16,38,74,3.772171,2.2157457
AML5_M5,D16,235,4,2.7763011,9.126748
AML5_M5,B16,166,5,2.776847,9.139709
AML5_M5,H16,184,34,2.3738625,8.998148
AML5_M5,F16,207,41,4.128956,-0.777881
AML5_M5,H16,255,12,2.5869024,2.2260385
AML5_M5,D16,82,13,1.3222018,9.214374
AML5_M5,F16,85,91,0.90843874,3.7292435
AML5_M5,D16,213,43,-0.10538468,7.739837
AML5_M5,D16,134,79,3.6717093,-0.58529484
AML5_M5,F16,168,85,1.4148283,7.3264766
AML5_M5,J16,173,28,0.42880678,8.675743
AML5_M5,B16,49,84,0.25564912,7.8610754
AML5_M5,J16,214,21,1.8491663,8.246271
AML5_M5,H16,94,43,2.4617527,2.5390782
AML5_M5,H16,150,25,3.1031837,9.097798
AML5_M5,B16,60,85,6.9898543,2.990735
AML5_M5,B16,225,35,-1.0415604,8.050517
AML5_M5,J16,64,16,1.1990993,8.98374
AML5_M5,B16,50,83,2.6652858,5.9185324
AML5_M5,H16,37,14,1.5355394,7.427626
AML5_M5,J16,110,64,-0.33412504,4.6028547
AML5_M5,F16,45,77,3.7794175,-0.8800267
AML5_M5,D16,246,37,-1.0025587,9.062625
AML5_M5,H16,37,103,-1.0117679,5.899931
AML5_M5,B16,130,62,1.4702672,9.212618
AML5_M5,H16,22,49,2.4526975,2.6946156
AML5_M5,D16,30,99,-0.8598071,-1.6191684
AML5_M5,D16,208,15,1.1756799,8.815875
AML5_M5,F16,105,56,0.6107008,-2.6604836
AML5_M5,J16,120,2,0.122722276,5.7838044
AML5_M5,D16,124,93,-0.6309881,7.100597
AML5_M5,H16,159,17,0.65623146,7.7649436
AML5_M5,F16,50,84,3.8857522,-0.45235485
AML5_M5,B16,42,27,1.3556535,8.9743
AML5_M5,J16,110,36,1.5455371,7.9356203
AML5_M5,F16,83,65,-0.68864626,8.319781
AML5_M5,D16,58,39,-0.6402702,7.6972156
AML5_M5,B16,58,120,-0.28630513,8.2680435
AML5_M5,J16,13,98,2.7764359,2.1434984
AML5_M5,F16,156,63,1.5815965,8.011258
AML5_M5,H16,93,21,2.830551,9.297824
AML5_M5,H16,163,10,2.208656,9.325849
AML5_M5,J16,88,20,3.1105719,9.229909
AML5_M5,H16,163,15,2.63511,7.248186
AML5_M5,H16,26,30,2.9324074,9.392195
AML5_M5,B16,73,60,2.3912945,9.264618
AML5_M5,F16,83,66,-0.42532757,6.759467
AML5_M5,D16,212,55,-0.53018254,9.181692
AML5_M5,B16,105,19,1.1346672,8.50194
AML5_M5,F16,151,56,2.0482137,9.122356
AML5_M5,J16,149,29,2.9666827,1.8641955
AML5_M5,H16,109,107,-0.08010052,6.9188704
AML5_M5,J16,35,74,-0.08707381,5.7400846
AML5_M5,F16,137,58,0.11664723,3.8088078
AML5_M5,D16,46,90,3.4431894,0.105349615
AML5_M5,D16,9,68,3.309241,2.1048093
AML5_M5,F16,210,9,1.930414,9.079796
AML5_M5,H16,215,14,1.8374579,8.754266
AML5_M5,D16,37,107,4.1703105,-0.7339214
AML5_M5,J16,48,3,2.8208687,9.051555
AML5_M5,F16,171,28,0.36411405,7.057714
AML5_M5,F16,240,16,2.1327593,9.095772
AML5_M5,D16,247,46,2.1044722,2.825769
AML5_M5,J16,89,59,2.6078994,2.5775325
AML5_M5,J16,45,20,0.30227613,7.9258122
AML5_M5,B16,91,82,3.7084448,2.0048788
AML5_M5,B16,119,22,-0.3564219,9.01658
AML5_M5,H16,34,6,3.4922504,9.409796
AML5_M5,D16,70,26,0.008270834,7.142422
AML5_M5,F16,240,15,0.7987942,9.7771
AML5_M5,B16,70,11,1.8041481,9.046517
AML5_M5,B16,103,53,1.0008705,7.43926
AML5_M5,J16,161,44,-1.0971954,2.91879
AML5_M5,H16,12,50,4.0631695,-0.44815028
AML5_M5,B16,226,58,-0.75598943,7.2349663
AML5_M5,H16,117,21,2.07454,8.762577
AML5_M5,F16,95,23,2.747993,9.131642
AML5_M5,F16,127,19,2.4111335,9.293286
AML5_M5,J16,205,68,1.5719934,6.051368
AML5_M5,H16,225,16,1.5245824,8.170892
AML5_M5,B16,225,36,0.04014081,5.6169996
AML5_M5,J16,73,92,1.5614092,8.773883
AML5_M5,D16,55,5,0.5682219,8.1693125
AML5_M5,B16,129,73,3.9846253,-0.31956878
AML5_M5,D16,218,24,1.604036,8.184707
AML5_M5,J16,46,26,-1.0234054,5.3855777
AML5_M5,F16,183,8,2.3157718,8.777204
AML5_M5,F16,147,22,0.6428695,7.0901146
AML5_M5,D16,30,56,2.0554047,6.731054
AML5_M5,J16,159,46,2.2748868,9.000044
AML5_M5,B16,23,105,2.114892,8.322096
AML5_M5,H16,5,61,-0.22206025,8.288821
AML5_M5,B16,239,20,1.5835671,8.656628
AML5_M5,B16,111,10,2.7851264,9.011702
AML5_M5,B16,247,56,2.2953236,8.653105
AML5_M5,D16,9,23,2.9701676,9.087363
AML5_M5,J16,11,70,2.3984458,7.500928
AML5_M5,B16,187,81,1.6762563,9.342781
AML5_M5,F16,207,53,1.1608313,5.4473825
AML5_M5,H16,138,53,3.9732764,-0.74305266
AML5_M5,H16,35,94,0.24443153,7.5296526
AML5_M5,B16,142,4,1.1515543,9.183149
AML5_M5,D16,253,28,1.276175,8.478294
AML5_M5,D16,246,29,3.1482422,9.246212
AML5_M5,F16,78,18,-0.32524592,5.312233
AML5_M5,B16,105,5,2.1655695,8.979089
AML5_M5,B16,188,38,2.4581554,9.369137
AML5_M5,D16,23,11,1.1875008,8.072906
AML5_M5,B16,126,48,6.667363,2.9205804
AML5_M5,J16,197,8,3.3561602,9.415029
AML5_M5,H16,47,2,0.7108093,8.195473
AML5_M5,F16,113,3,3.1939065,9.167218
AML5_M5,F16,128,83,-0.49610925,8.024591
AML5_M5,H16,228,21,2.1169343,8.87473
AML5_M5,H16,141,54,3.9261153,-0.40728602
AML5_M5,D16,143,34,1.5241889,9.309418
AML5_M5,F16,50,19,-0.2816969,6.2300177
AML5_M5,J16,70,55,-0.11726761,7.353298
AML5_M5,B16,123,7,3.1517959,9.064176
AML5_M5,H16,61,1,7.0097303,4.585376
AML5_M5,F16,134,42,3.9086096,-0.15941928
AML5_M5,F16,56,58,1.138555,7.5000677
AML5_M5,B16,102,10,3.3084993,9.378956
AML5_M5,J16,207,10,1.5757864,9.42352
AML5_M5,D16,136,52,3.767568,-0.8795034
AML5_M5,F16,170,4,2.4856832,9.147353
AML5_M5,B16,93,73,-0.8792931,7.6195755
AML5_M5,B16,106,100,-0.21234584,6.805216
AML5_M5,F16,20,52,2.1974618,2.8825765
AML5_M5,B16,59,16,2.1338608,8.368912
AML5_M5,J16,30,106,0.47999412,9.742448
AML5_M5,F16,57,24,1.830665,7.9472876
AML5_M5,F16,233,70,0.15376541,7.3863244
AML5_M5,F16,65,50,2.580751,8.844257
AML5_M5,F16,143,68,-1.0659373,8.83287
AML5_M5,F16,142,44,3.6312022,0.11000743
AML5_M5,B16,129,34,1.2867614,5.372217
AML5_M5,H16,80,57,3.4058785,2.070361
AML5_M5,F16,218,70,4.1309414,-0.7171821
AML5_M5,F16,54,24,-0.45038202,6.3740745
AML5_M5,J16,87,86,7.8577514,5.564782
AML5_M5,B16,143,13,1.2231765,9.152898
AML5_M5,H16,136,56,7.0489206,3.191355
AML5_M5,H16,230,23,0.37554273,7.515878
AML5_M5,J16,184,61,-0.528365,8.32294
AML5_M5,J16,209,34,0.26701635,4.1614394
AML5_M5,F16,141,29,1.2971315,8.8622265
AML5_M5,J16,98,16,1.3720057,7.785881
AML5_M5,F16,184,36,-0.46934322,7.8251038
AML5_M5,H16,205,77,4.0126014,-0.40426832
AML5_M5,J16,109,92,6.7174215,2.8122492
AML5_M5,H16,231,21,1.6294864,9.331506
AML5_M5,B16,58,48,-1.7139955,-1.1375023
AML5_M5,J16,154,14,0.47613338,8.74882
AML5_M5,D16,234,29,2.4089699,9.1892605
AML5_M5,H16,109,10,0.06681865,7.567297
AML5_M5,H16,170,64,0.449255,7.829606
AML5_M5,D16,36,66,1.2180792,7.667561
AML5_M5,H16,74,9,0.9927173,8.520759
AML5_M5,B16,123,59,-1.5571464,4.745666
AML5_M5,B16,208,41,-0.61972517,9.013182
AML5_M5,J16,9,51,2.2426662,8.825682
AML5_M5,J16,214,55,1.3749336,8.685515
AML5_M5,J16,62,70,3.4744945,-0.5778518
AML5_M5,H16,17,10,1.9176961,8.490181
AML5_M5,J16,224,7,1.6625338,7.3280745
AML5_M5,F16,5,61,-0.49090108,7.291258
AML5_M5,H16,58,72,-0.30726928,7.561628
AML5_M5,D16,63,9,1.7946827,8.953016
AML5_M5,F16,34,74,0.7718462,7.6685424
AML5_M5,B16,5,4,3.4459689,9.374582
AML5_M5,F16,19,45,0.37505168,8.9631405
AML5_M5,J16,153,46,1.5560001,9.253642
AML5_M5,J16,63,45,-0.8808532,7.8674936
AML5_M5,B16,232,42,1.4311789,8.753264
AML5_M5,J16,237,4,1.9748961,9.024591
AML5_M5,F16,241,46,2.8817635,9.054213
AML5_M5,F16,80,11,1.3531715,9.206432
AML5_M5,D16,225,53,0.34870842,7.7635293
AML5_M5,J16,69,82,0.34780845,8.149473
AML5_M5,J16,93,16,1.701099,8.4790535
AML5_M5,F16,69,49,-0.14455168,7.3736315
AML5_M5,F16,104,72,0.101726435,7.633377
AML5_M5,J16,19,2,-0.6196544,3.7758532
AML5_M5,F16,106,66,3.2427237,2.1047769
AML5_M5,F16,217,24,-1.2829161,7.510757
AML5_M5,H16,230,84,6.9180636,3.5682487
AML5_M5,H16,157,39,-0.20282903,8.495051
AML5_M5,D16,139,37,1.8241483,8.694895
AML5_M5,F16,94,1,3.4947004,9.421744
AML5_M5,B16,109,94,-1.0313839,7.681738
AML5_M5,H16,80,40,0.90909874,4.1495967
AML5_M5,H16,114,65,0.0073690205,7.6578984
AML5_M5,H16,106,14,2.790032,9.13723
AML5_M5,F16,43,78,2.725376,1.6560009
AML5_M5,D16,79,65,4.0984,-0.23829101
AML5_M5,D16,194,21,2.3295949,8.575502
AML5_M5,B16,250,46,3.683995,-0.59486854
AML5_M5,B16,8,26,0.19172704,7.972783
AML5_M5,H16,165,70,3.7243485,-0.43102002
AML5_M5,F16,197,64,-1.3583521,8.179163
AML5_M5,B16,119,78,0.30066758,9.043649
AML5_M5,J16,62,75,7.6212697,2.8634005
AML5_M5,H16,178,26,0.78427815,9.550164
AML5_M5,D16,59,48,1.5063854,8.971115
AML5_M5,D16,19,2,-0.95573586,5.970629
AML5_M5,H16,134,40,1.4969087,8.5470705
AML5_M5,J16,123,15,1.8092743,9.387935
AML5_M5,B16,56,94,0.29855925,7.484519
AML5_M5,J16,161,34,0.48766193,8.961297
AML5_M5,F16,180,9,2.7709243,9.200706
AML5_M5,B16,128,40,-0.69365656,8.682522
AML5_M5,J16,58,13,3.5201862,9.468769
AML5_M5,J16,243,49,-0.43529934,8.26992
AML5_M5,B16,82,77,1.6826565,8.701075
AML5_M5,D16,57,108,-0.4345007,7.9441576
AML5_M5,H16,193,80,3.8997192,-0.37771168
AML5_M5,F16,20,66,-0.31216347,3.5004504
AML5_M5,B16,12,7,3.5473995,9.434609
AML5_M5,J16,217,26,4.1402097,-1.0143551
AML5_M5,J16,68,38,2.2676647,9.219217
AML5_M5,J16,35,53,1.9596704,8.432006
AML5_M5,H16,25,72,0.8503503,7.3183894
AML5_M5,H16,256,57,4.0102725,-1.1035345
AML5_M5,F16,10,45,2.7055628,8.999408
AML5_M5,B16,105,65,1.3265189,7.275426
AML5_M5,D16,103,36,2.2629657,2.1477256
AML5_M5,H16,5,65,-2.5895782,-1.7803531
AML5_M5,D16,61,63,0.2934698,7.996445
AML5_M5,J16,155,69,0.012623355,8.723272
AML5_M5,J16,247,22,2.3830113,9.0113125
AML5_M5,J16,33,34,1.142554,8.182261
AML5_M5,B16,10,62,1.7074977,8.319965
AML5_M5,D16,35,88,3.9198897,-0.62727904
AML5_M5,H16,193,33,-2.4823208,6.004902
AML5_M5,D16,40,73,1.4767684,7.536519
AML5_M5,J16,213,48,-0.9141513,7.8910465
AML5_M5,F16,243,95,1.7909979,2.5574746
AML5_M5,J16,131,33,2.7396095,2.293031
AML5_M5,H16,112,19,-0.57260615,5.974242
AML5_M5,B16,219,51,7.80396,2.812714
AML5_M5,J16,48,16,2.2099261,2.88901
AML5_M5,D16,14,8,2.4370131,8.743083
AML5_M5,F16,187,59,6.919521,4.231111
AML5_M5,J16,144,6,3.194273,9.2690735
AML5_M5,F16,23,105,2.6064427,2.5473576
AML5_M5,D16,23,6,3.0642593,9.228416
AML5_M5,D16,217,34,7.5535398,5.421656
AML5_M5,B16,63,12,3.0731518,9.10576
AML5_M5,H16,229,35,0.90819204,4.0985346
AML5_M5,J16,60,27,1.7536356,8.31273
AML5_M5,H16,164,69,6.902985,2.800719
AML5_M5,H16,68,63,-1.1465273,8.593389
AML5_M5,H16,20,29,2.2139409,8.958958
AML5_M5,H16,15,41,-0.8686748,6.2612276
AML5_M5,H16,238,8,3.3685946,9.412366
AML5_M5,H16,27,32,3.4312518,-0.9324296
AML5_M5,B16,96,60,-0.91536033,8.043976
AML5_M5,J16,101,6,1.4691875,8.980857
AML5_M5,D16,93,71,6.895824,3.0330527
AML5_M5,H16,161,73,4.224275,-0.4633404
AML5_M5,J16,200,1,3.4686568,9.403591
AML5_M5,F16,14,9,1.7193305,7.7160134
AML5_M5,D16,179,3,1.8036512,8.653242
AML5_M5,F16,59,24,2.9489899,9.509054
AML5_M5,D16,67,11,2.5675502,8.957831
AML5_M5,H16,163,90,2.612732,2.2678323
AML5_M5,F16,58,7,1.5130825,7.6247253
AML5_M5,D16,106,89,0.74360704,7.5780334
AML5_M5,J16,227,19,2.7372944,8.772513
AML5_M5,B16,42,59,3.4762208,-0.9385825
AML5_M5,B16,54,20,1.8869863,8.571912
AML5_M5,J16,72,14,2.2010663,9.125906
AML5_M5,J16,128,13,2.6116726,9.039551
AML5_M5,J16,5,36,-1.3207859,2.498767
AML5_M5,F16,27,27,-1.0701252,5.5957384
AML5_M5,H16,9,68,3.9054408,-0.56883985
AML5_M5,F16,31,36,1.3353754,8.898436
AML5_M5,J16,251,7,2.378704,8.524657
AML5_M5,H16,187,63,-0.28810886,7.872905
AML5_M5,H16,47,108,2.087256,1.4274819
AML5_M5,F16,6,80,-0.5946087,3.9207046
AML5_M5,D16,226,68,0.49746546,7.1882734
AML5_M5,D16,214,8,1.0586575,9.087191
AML5_M5,J16,128,17,2.5918853,9.350856
AML5_M5,J16,213,42,-1.4451325,8.072403
AML5_M5,B16,234,39,2.3468504,8.797565
AML5_M5,D16,199,51,-1.4693118,6.1496253
AML5_M5,J16,18,73,-0.41081223,7.380746
AML5_M5,B16,65,13,1.8512864,8.833283
AML5_M5,D16,96,21,1.3081893,8.253319
AML5_M5,D16,22,53,0.8128461,7.5658927
AML5_M5,B16,25,18,2.8889763,8.923119
AML5_M5,J16,145,24,-0.43291327,9.092094
AML5_M5,F16,90,72,-0.83317894,9.189228
AML5_M5,H16,247,18,1.1863143,9.260939
AML5_M5,B16,179,34,1.3143413,9.0038
AML5_M5,F16,185,7,0.99979216,9.311808
AML5_M5,J16,130,20,1.7220126,9.008525
AML5_M5,H16,236,10,2.9641726,9.209228
AML5_M5,F16,210,17,1.7969671,9.017862
AML5_M5,B16,27,32,1.367473,8.322197
AML5_M5,B16,218,6,3.3493183,9.349787
AML5_M5,F16,24,59,2.5892687,8.577952
AML5_M5,F16,179,32,-1.0917621,7.723684
AML5_M5,B16,186,61,4.160487,-0.92000484
AML5_M5,H16,235,75,0.98789734,8.0250635
AML5_M5,D16,191,45,3.3326187,9.041637
AML5_M5,B16,104,9,2.094386,8.632355
AML5_M5,J16,102,45,2.3739724,9.269867
AML5_M5,J16,221,9,2.7133305,8.747104
AML5_M5,J16,55,46,0.11837894,7.7625556
AML5_M5,B16,54,49,-0.24710502,4.9632354
AML5_M5,D16,48,16,0.33634186,7.1752515
AML5_M5,H16,70,44,1.5641004,8.972918
AML5_M5,J16,102,113,6.996234,3.9932196
AML5_M5,F16,42,88,3.3228853,9.20791
AML5_M5,H16,154,38,2.7870865,8.98012
AML5_M5,F16,177,43,-1.7476074,5.791899
AML5_M5,F16,37,37,1.3994423,7.51832
AML5_M5,B16,81,86,4.12813,-0.6265893
