donor,well,fov,id,umap_x,umap_y,NUCLEUS METCENTER-X,NUCLEUS METCENTER-Y
AML1_M2,B2,179,1,-1.8684033,5.427393,3150.37255859375,3619.26416015625
AML1_M2,J2,59,11,2.6718194,2.3245027,2774.050537109375,27125.833984375
AML1_M2,B2,188,17,-2.537961,5.4789867,2723.8134765625,3705.98291015625
AML1_M2,H2,121,11,-1.0988078,1.6262174,2624.36083984375,21426.5625
AML1_M2,B2,85,15,-1.2819341,7.285974,2784.205322265625,2503.781982421875
AML1_M2,D2,69,5,-1.3554147,5.765835,1941.0120849609373,8459.103515625
AML1_M2,F2,204,10,7.1456103,3.108884,2370.95166015625,16215.3828125
AML1_M2,J2,64,24,0.5844214,3.4668212,2664.513427734375,27095.265625
AML1_M2,B2,185,2,-2.2135537,5.787543,2612.994873046875,3446.124755859375
AML1_M2,B2,43,26,0.63305444,7.387055,4030.082275390625,2341.597412109375
AML1_M2,H2,235,12,-0.81096846,5.893627,3758.6455078125,22697.341796875
AML1_M2,B2,157,11,-1.2563406,6.122196,3790.51025390625,3148.710205078125
AML1_M2,H2,149,18,-1.4239563,4.933184,3133.823486328125,21717.384765625
AML1_M2,D2,128,8,-2.3294222,3.2985277,2325.73583984375,9131.8544921875
AML1_M2,H2,16,4,0.537667,6.141471,2365.91259765625,20634.49609375
AML1_M2,D2,69,7,-1.3634057,5.9373407,1868.687744140625,8371.1640625
AML1_M2,J2,149,2,-2.1073313,5.9161716,3190.6669921875,27918.462890625
AML1_M2,D2,205,7,-2.7716484,5.8680377,2469.754150390625,9916.857421875
AML1_M2,D2,176,9,-2.2420473,5.4825315,3659.34130859375,9780.8271484375
AML1_M2,B2,141,5,-2.1295168,5.390028,2618.29736328125,3213.771240234375
AML1_M2,B2,229,3,-1.0415242,5.620531,4136.51513671875,4005.9287109375
AML1_M2,B2,84,13,-2.5829575,5.7684593,2656.46044921875,2724.784912109375
AML1_M2,J2,53,22,-1.2173026,4.4685245,3162.058837890625,26889.208984375
AML1_M2,B2,53,35,3.2717345,-0.84648424,3083.972900390625,2247.937255859375
AML1_M2,D2,96,7,-1.2038981,6.712339,3640.9755859375,8896.802734375
AML1_M2,B2,67,24,-1.5363292,5.830928,2178.071044921875,2356.30859375
AML1_M2,H2,146,17,0.39868048,-1.392124,3072.11181640625,21614.138671875
AML1_M2,H2,117,5,0.004109283,3.8540819,2826.067138671875,21346.111328125
AML1_M2,B2,16,17,0.17169479,7.7596526,2400.40576171875,2133.42529296875
AML1_M2,H2,164,14,-1.1359968,5.2594833,4226.70703125,21828.978515625
AML1_M2,B2,93,24,0.7814085,-0.597842,3400.57958984375,2610.94580078125
AML1_M2,D2,61,7,-1.9639411,4.606541,2602.6533203125,8389.4921875
AML1_M2,D2,111,15,3.4104836,-0.59938765,3750.981201171875,9199.630859375
AML1_M2,F2,136,8,1.1206673,5.408854,2116.192138671875,15640.26953125
AML1_M2,D2,55,1,1.2531558,2.2647576,3081.9697265625,8520.5517578125
AML1_M2,H2,155,13,-1.3911998,5.0545874,3540.85498046875,21778.126953125
AML1_M2,F2,227,2,-1.2690408,5.8185663,4068.982666015625,16339.8837890625
AML1_M2,B2,195,6,-2.5378776,3.568567,1928.786865234375,3662.268310546875
AML1_M2,J2,74,3,-2.2256598,5.685107,2077.30419921875,27248.66015625
AML1_M2,D2,86,10,0.13278307,8.753787,2984.48681640625,8799.6533203125
AML1_M2,B2,5,16,-1.0539354,3.7444358,3107.759033203125,2889.621826171875
AML1_M2,J2,92,9,-1.5113281,4.952819,3354.717041015625,27380.66015625
AML1_M2,D2,237,11,-2.7571924,5.781754,3521.718505859375,10187.880859375
AML1_M2,H2,127,7,-1.5670425,5.5283275,2183.5146484375,21518.205078125
AML1_M2,J2,56,2,-1.2372482,5.488299,3365.986328125,27056.107421875
AML1_M2,D2,223,16,2.7156742,2.1025348,3841.15380859375,10031.3427734375
AML1_M2,B2,114,5,-0.21183138,6.1772223,3627.1728515625,2875.9228515625
AML1_M2,H2,176,17,-1.4554689,5.3210826,3660.22021484375,22191.4375
AML1_M2,D2,81,12,-1.857035,-1.1642015,2586.443115234375,8696.5615234375
AML1_M2,B2,175,5,3.2107103,7.41995,3434.654052734375,3688.8994140625
AML1_M2,F2,79,3,-2.134728,5.5080605,2204.633544921875,15107.65234375
AML1_M2,D2,17,1,-1.6407148,5.989466,2496.00244140625,8133.78466796875
AML1_M2,B2,41,7,-1.21115,5.5485697,4081.438232421875,2166.488037109375
AML1_M2,D2,164,15,-0.8893677,5.5382113,4286.2451171875,9452.2060546875
AML1_M2,B2,98,26,2.6495996,5.56885,4011.128173828125,2539.526123046875
AML1_M2,D2,248,10,-2.7969444,5.874533,3079.0185546875,10349.0888671875
AML1_M2,J2,48,9,2.1440628,8.424059,3995.311767578125,27140.2890625
AML1_M2,F2,103,2,0.8666595,6.020323,4145.947265625,14990.7841796875
AML1_M2,F2,90,24,-1.257938,-2.526461,3273.07666015625,14829.3916015625
AML1_M2,D2,9,15,2.7134173,2.2383294,1871.9398193359373,8029.76171875
AML1_M2,B2,141,6,-1.9060717,5.651941,2548.5859375,3227.12548828125
AML1_M2,J2,168,42,0.7369188,-1.2899987,4292.701171875,28335.775390625
AML1_M2,J2,94,16,-1.5026792,2.352192,3580.749267578125,27195.001953125
AML1_M2,F2,23,1,2.5744514,8.28619,2852.152587890625,14403.8271484375
AML1_M2,B2,112,16,0.5262768,-1.5631176,3934.068603515625,3008.42919921875
AML1_M2,B2,56,7,-1.4949634,5.5771685,3290.95458984375,2427.57275390625
AML1_M2,H2,124,11,-1.7268353,5.515593,2729.230712890625,21562.001953125
AML1_M2,B2,97,20,-0.86713254,6.363369,3849.954345703125,2621.7353515625
AML1_M2,D2,5,5,1.1993814,5.662385,3176.951416015625,8961.7060546875
AML1_M2,J2,64,17,0.08779891,-1.1560184,2657.887451171875,27064.7109375
AML1_M2,B2,23,10,2.8361506,7.0618157,2800.152099609375,2066.042236328125
AML1_M2,B2,107,3,-0.8767739,5.846405,4133.3857421875,3069.087646484375
AML1_M2,J2,158,11,-0.15616328,-1.4511073,3955.04150390625,27816.349609375
AML1_M2,H2,115,9,-1.0907917,-1.795132,3396.981689453125,21563.740234375
AML1_M2,F2,68,36,0.79796386,-1.0134385,2437.889404296875,14770.419921875
AML1_M2,F2,204,7,-0.18305342,7.4495287,2390.03271484375,16292.4033203125
AML1_M2,D2,93,6,-2.0269754,5.5408354,3519.809814453125,8693.9638671875
AML1_M2,H2,240,10,-1.2505263,-3.221056,3579.327392578125,22815.357421875
AML1_M2,B2,207,9,-2.1516275,5.4988203,2583.85546875,3941.59521484375
AML1_M2,J2,165,2,-1.410566,5.6514792,4103.2880859375,28092.591796875
AML1_M2,F2,67,13,0.25938407,5.29361,2184.958740234375,14772.4931640625
AML1_M2,B2,46,8,2.3011534,1.6631463,3907.013427734375,2160.75244140625
AML1_M2,D2,128,17,-2.2231247,5.2797184,2350.23095703125,9191.3828125
AML1_M2,B2,192,8,-2.7954113,5.7100587,2463.557373046875,3613.89990234375
AML1_M2,F2,21,2,0.5296962,5.0496774,2811.562255859375,14267.21875
AML1_M2,D2,102,8,-1.029663,5.703058,4203.81298828125,8704.7412109375
AML1_M2,H2,193,4,-1.7826974,3.0709162,1860.05224609375,21915.861328125
AML1_M2,B2,221,17,-1.3910528,4.9698396,3827.948486328125,3719.754150390625
AML1_M2,F2,234,16,6.8956065,4.066269,4000.117919921875,16438.978515625
AML1_M2,B2,220,17,-0.73279935,5.6584444,3686.55029296875,4004.108154296875
AML1_M2,D2,42,14,2.6851301,5.7198052,4276.4697265625,8477.1640625
AML1_M2,H2,103,21,-1.2119298,5.378869,4104.955078125,21254.90234375
AML1_M2,F2,31,29,0.56204545,3.361684,3489.1318359375,14508.4716796875
AML1_M2,F2,47,9,-1.150854,5.5758314,3747.930419921875,14687.6875
AML1_M2,D2,139,9,-2.4154234,5.5729322,2253.6845703125,9497.1728515625
AML1_M2,J2,115,5,-1.0922447,5.36087,3456.32763671875,27761.5859375
AML1_M2,F2,164,11,-1.1502867,5.7113357,4285.78759765625,15658.794921875
AML1_M2,B2,106,25,0.9201036,4.969463,4221.2353515625,2870.41796875
AML1_M2,J2,121,26,3.5483198,2.1023111,2466.773681640625,27553.265625
AML1_M2,B2,49,20,-1.0740185,5.979297,3398.693603515625,2169.1591796875
AML1_M2,F2,149,3,2.28193,1.6087894,3239.658203125,15576.943359375
AML1_M2,D2,86,1,0.42200798,5.696841,2944.575439453125,8781.560546875
AML1_M2,B2,106,37,0.19965771,-2.8524709,4252.9697265625,2783.002197265625
AML1_M2,H2,103,53,-0.68791354,7.0699124,4047.919189453125,21251.7265625
AML1_M2,B2,115,11,-1.7155216,6.0569944,3399.20458984375,3086.6875
AML1_M2,B2,15,3,-1.1272442,4.153234,2247.47119140625,2016.96435546875
AML1_M2,F2,195,1,-1.6427584,6.039464,1915.558349609375,15919.2109375
AML1_M2,D2,194,5,1.4346958,2.720815,2016.5775146484373,9604.107421875
AML1_M2,J2,223,6,-1.433262,5.490968,3795.98974609375,28586.802734375
AML1_M2,F2,107,23,-1.0375066,5.247366,4142.220703125,15405.2626953125
AML1_M2,B2,96,26,-0.011055831,2.8198264,3647.050537109375,2660.64453125
AML1_M2,B2,106,13,0.050175544,6.3154016,4253.61669921875,2926.707275390625
AML1_M2,F2,51,9,-0.88014907,5.2096972,3502.64111328125,14749.1708984375
AML1_M2,B2,28,38,0.7213988,-1.0238088,3347.55859375,2073.9404296875
AML1_M2,D2,239,2,-2.0880668,5.8612823,3537.821533203125,10464.6455078125
AML1_M2,J2,35,14,3.4322138,1.8790462,3734.932861328125,26877.0390625
AML1_M2,D2,12,12,-0.41327012,6.869547,2124.124755859375,8285.072265625
AML1_M2,H2,184,1,-1.749388,5.318909,3051.79052734375,22228.470703125
AML1_M2,H2,86,2,-1.3805871,4.829043,2938.360107421875,21131.0078125
AML1_M2,H2,173,14,3.399405,2.075987,3546.966552734375,22062.28515625
AML1_M2,F2,230,20,-1.0747235,5.7077274,4221.712890625,16429.736328125
AML1_M2,J2,122,3,-2.72927,5.6373787,2763.266845703125,27563.869140625
AML1_M2,H2,171,6,-1.6363133,5.581133,3771.495849609375,22107.087890625
AML1_M2,B2,194,15,-2.0482528,5.470456,2166.3427734375,3411.5283203125
AML1_M2,D2,118,3,-2.041363,5.7189546,3011.8837890625,9013.7060546875
AML1_M2,F2,68,11,0.21841873,5.5538096,2360.21728515625,14823.88671875
AML1_M2,J2,27,1,1.3613236,5.7510867,3176.734130859375,26775.60546875
AML1_M2,J2,167,26,1.4430318,7.96105,4121.56689453125,28332.76171875
AML1_M2,H2,183,5,-2.1217382,5.0771437,2775.957275390625,22197.83203125
AML1_M2,J2,209,13,-1.8317703,5.249599,2925.954833984375,28527.0078125
AML1_M2,D2,6,12,-1.1968018,6.4523463,3269.135986328125,9029.7451171875
AML1_M2,D2,75,22,1.3036333,3.7064307,1949.629638671875,8850.8916015625
AML1_M2,B2,153,1,-1.5640146,5.6923,3532.82373046875,3156.39306640625
AML1_M2,F2,223,7,-1.3659458,4.9371085,3837.68896484375,16280.4423828125
AML1_M2,F2,170,1,0.4729699,5.747559,3977.638427734375,15866.8251953125
AML1_M2,D2,146,7,-2.205838,5.62908,2995.799072265625,9392.9765625
AML1_M2,D2,169,1,-1.6764823,5.7002683,3793.2939453125,9581.2587890625
AML1_M2,B2,165,15,-2.211221,2.7824094,4142.05419921875,3416.653076171875
AML1_M2,B2,122,23,-2.345193,5.5680413,2721.65869140625,2835.61669921875
AML1_M2,F2,23,25,-1.751492,-3.0089788,2788.120361328125,14459.5439453125
AML1_M2,D2,98,11,-1.5410601,-3.2214954,3945.32470703125,8772.6943359375
AML1_M2,F2,232,19,-0.7696315,-2.645898,4284.86767578125,16546.16015625
AML1_M2,D2,70,12,-1.8406148,5.625637,2103.420654296875,8476.6474609375
AML1_M2,D2,137,14,-1.60511,3.6718192,2173.489990234375,9406.134765625
AML1_M2,B2,189,7,-2.5917342,5.8029714,2207.883544921875,3542.119384765625
AML1_M2,D2,119,11,-2.2579155,5.2369895,2861.478515625,9144.677734375
AML1_M2,J2,120,7,-2.027653,5.134211,2996.240234375,27692.0234375
AML1_M2,H2,9,6,-1.2447755,5.96295,1942.4283447265625,20383.50390625
AML1_M2,D2,237,7,1.323085,9.252865,3420.838134765625,10230.6728515625
AML1_M2,B2,32,6,2.4949138,1.7914697,3668.909912109375,2015.2872314453125
AML1_M2,B2,17,16,-1.1739697,5.405129,2616.363525390625,1964.549560546875
AML1_M2,D2,84,9,-2.2928393,5.3805966,2717.462158203125,8865.58984375
AML1_M2,J2,9,35,0.609998,3.6364403,1955.294189453125,26557.369140625
AML1_M2,D2,168,5,-0.9651807,5.8599725,4167.15966796875,9827.5244140625
AML1_M2,J2,9,76,7.0308757,2.7898793,1983.120849609375,26566.052734375
AML1_M2,J2,196,2,-2.4465597,5.590588,2134.40576171875,28393.40234375
AML1_M2,D2,181,9,-2.4230096,5.451049,2779.533203125,9705.8779296875
AML1_M2,B2,37,20,-0.94465506,5.497211,4131.70166015625,1999.873779296875
AML1_M2,H2,6,4,-1.1974808,4.908869,3326.317138671875,21391.890625
AML1_M2,J2,68,8,1.5834196,1.9925033,2412.9521484375,27025.05078125
AML1_M2,D2,189,1,-2.4184752,5.6007333,2194.130859375,9637.779296875
AML1_M2,B2,103,16,0.7817079,5.720361,4063.09521484375,2645.766357421875
AML1_M2,F2,32,19,-1.2334468,5.394961,3686.02197265625,14429.9931640625
AML1_M2,J2,240,2,-0.5669513,3.102798,3690.326171875,28866.5546875
AML1_M2,J2,242,2,-2.3572412,5.741076,3295.75634765625,28738.765625
AML1_M2,H2,230,1,-0.46341056,5.8648186,4261.9912109375,22598.4765625
AML1_M2,B2,87,12,-0.61044306,8.75783,2857.8017578125,2746.779296875
AML1_M2,H2,243,14,-1.2245492,4.7468824,3179.27587890625,22739.27734375
AML1_M2,J2,89,8,1.5150802,1.7400609,3089.409912109375,27327.837890625
AML1_M2,H2,176,9,-1.4098551,5.442282,3621.9853515625,22152.970703125
AML1_M2,B2,172,23,1.9722966,2.1853175,3856.560791015625,3656.348388671875
AML1_M2,J2,60,12,-0.8885027,5.7385774,2955.26806640625,27180.228515625
AML1_M2,B2,42,4,-1.1261644,5.6373854,4232.70703125,2202.622314453125
AML1_M2,B2,184,4,-1.5738842,7.845411,2960.82177734375,3666.796142578125
AML1_M2,J2,35,17,-0.14406572,3.6912649,3810.20654296875,26841.263671875
AML1_M2,D2,210,15,-2.316033,2.1024177,2965.607666015625,9889.259765625
AML1_M2,F2,80,4,-2.1601253,4.345444,2440.358642578125,15097.1044921875
AML1_M2,B2,172,29,-0.3159024,6.2890787,3982.87548828125,3569.546142578125
AML1_M2,F2,11,3,-1.1643157,5.6347213,2007.59716796875,14410.3828125
AML1_M2,B2,28,9,0.6280524,6.082905,3310.140625,2048.03564453125
AML1_M2,J2,126,4,-2.186516,6.085325,2413.702880859375,27623.384765625
AML1_M2,F2,95,14,0.32052478,0.025702208,3424.080810546875,15094.001953125
AML1_M2,H2,186,19,2.3921456,5.940602,2743.1435546875,21923.423828125
AML1_M2,B2,234,16,3.4398322,-0.88321716,3856.181640625,4145.97998046875
AML1_M2,J2,95,9,-1.2642897,5.054667,3448.68994140625,27398.77734375
AML1_M2,H2,128,22,7.081684,4.4380355,2346.3125,21558.16015625
AML1_M2,D2,217,4,1.3159252,2.3161833,3500.686767578125,10027.8720703125
AML1_M2,H2,87,17,0.89494807,5.930563,2869.30517578125,21283.697265625
AML1_M2,F2,100,2,-0.9048329,5.782044,4004.114501953125,15084.9853515625
AML1_M2,B2,126,18,-2.0601993,5.3984537,2372.806884765625,2835.02587890625
AML1_M2,H2,189,4,-2.2681463,5.67112,2195.92919921875,21960.8671875
AML1_M2,J2,238,5,6.512434,4.2053776,3625.763427734375,28735.9375
AML1_M2,H2,232,16,-0.41351297,0.010542388,4241.72802734375,22690.447265625
AML1_M2,B2,19,11,-1.288329,5.398546,2469.83154296875,2086.36962890625
AML1_M2,F2,235,22,-0.39100444,-1.090641,3814.92724609375,16620.689453125
AML1_M2,J2,26,6,-1.3172292,5.635078,3268.2822265625,26668.439453125
AML1_M2,H2,85,12,2.2025506,1.7753055,2774.169189453125,21018.15234375
AML1_M2,B2,91,27,3.542067,0.19888747,3213.97802734375,2717.95458984375
AML1_M2,B2,150,5,-0.9186947,3.8036861,3244.11328125,3192.87646484375
AML1_M2,H2,80,3,1.0609286,4.9697123,2352.754638671875,21313.3671875
AML1_M2,D2,93,3,0.42774823,5.3051767,3429.800048828125,8684.4658203125
AML1_M2,F2,91,15,-1.5184284,5.312772,3122.970703125,15069.171875
AML1_M2,B2,95,4,0.6970711,5.7836905,3415.237060546875,2714.074951171875
AML1_M2,D2,243,13,0.48683503,-0.410895,3113.303955078125,10495.6875
AML1_M2,D2,239,11,1.6894803,2.030304,3388.114990234375,10455.630859375
AML1_M2,J2,90,6,-0.0052184365,3.5877235,3345.577392578125,27196.912109375
AML1_M2,B2,241,2,-2.747265,5.785242,3172.543701171875,4106.6025390625
AML1_M2,J2,140,3,-2.8596973,5.8462267,2393.966796875,28078.427734375
AML1_M2,B2,12,12,-1.6669843,5.567102,2082.798095703125,2143.6484375
AML1_M2,B2,18,24,-1.096692,5.3377285,2778.568603515625,1973.052978515625
AML1_M2,D2,31,1,0.668208,5.9531584,3461.185546875,8337.8642578125
AML1_M2,B2,11,8,0.49105453,-0.11658328,1880.2071533203125,2084.345458984375
AML1_M2,D2,165,16,3.7625177,-1.1537127,4156.537109375,9631.91796875
AML1_M2,B2,78,14,0.020353908,6.012792,2430.731201171875,2558.640380859375
AML1_M2,F2,154,8,-1.6866959,5.644559,3589.800048828125,15538.052734375
AML1_M2,F2,36,16,-0.16561686,-3.031774,3922.03125,14507.1767578125
AML1_M2,F2,59,2,-1.1095912,5.904016,2778.269775390625,14815.8876953125
AML1_M2,F2,153,7,-2.2482796,5.557355,3427.4755859375,15556.9091796875
AML1_M2,B2,60,12,-1.3064697,5.5524683,3057.335205078125,2452.105712890625
AML1_M2,F2,62,14,-0.6551584,-2.4716833,2716.845458984375,14657.0888671875
AML1_M2,B2,16,2,0.25770235,5.431303,2373.097900390625,2100.2861328125
AML1_M2,B2,139,30,-2.7755773,5.8491178,2203.998779296875,3312.131103515625
AML1_M2,B2,67,5,0.6980689,5.5165596,2251.57080078125,2382.230712890625
AML1_M2,D2,224,17,1.2612848,7.896012,3984.83642578125,10184.978515625
AML1_M2,B2,213,20,-1.7075728,2.2146468,3168.2998046875,3728.39404296875
AML1_M2,F2,48,3,-1.1954916,5.275959,3946.623779296875,14772.4189453125
AML1_M2,B2,219,15,-1.0157063,6.154649,3464.86376953125,3927.076416015625
AML1_M2,H2,50,1,0.91032887,5.6736794,3584.697265625,20814.650390625
AML1_M2,J2,85,9,0.012403194,-0.8482785,2840.453125,27262.517578125
AML1_M2,D2,119,3,-2.653368,5.677448,2781.8779296875,9134.0751953125
AML1_M2,J2,26,5,-1.5299942,4.184411,3348.161376953125,26559.095703125
AML1_M2,B2,180,24,-0.6570354,0.00035214974,3397.1630859375,3564.66357421875
AML1_M2,B2,150,18,1.9453355,0.8632965,3355.76123046875,3081.1474609375
AML1_M2,F2,28,7,-1.0771141,5.441398,3272.675537109375,14513.966796875
AML1_M2,J2,243,3,-2.7137816,5.864464,3094.402099609375,28929.703125
AML1_M2,D2,154,16,-1.4571791,8.091147,3675.174560546875,9373.3203125
AML1_M2,F2,98,12,0.13155806,5.5333467,3885.937255859375,14886.716796875
AML1_M2,H2,238,28,-1.3477658,-1.2136137,3668.8837890625,22610.658203125
AML1_M2,J2,242,14,-2.2433755,5.543736,3324.58935546875,28797.966796875
AML1_M2,D2,105,12,-0.8763753,-3.396221,4145.705078125,9032.3779296875
AML1_M2,D2,143,5,-1.4287133,1.5065504,2468.66015625,9491.658203125
AML1_M2,D2,179,7,-1.8347123,5.6356134,3187.2646484375,9777.0166015625
AML1_M2,F2,87,11,-1.6910053,5.5360446,2856.55859375,14990.7392578125
AML1_M2,B2,167,22,-0.38975522,6.351509,4054.97216796875,3596.54638671875
AML1_M2,H2,137,21,-1.8017678,5.656662,2220.107177734375,21678.259765625
AML1_M2,B2,119,22,-1.5745445,6.6672087,2806.63720703125,2971.412353515625
AML1_M2,H2,55,10,-1.5533192,5.162658,3191.212158203125,20968.810546875
AML1_M2,J2,11,8,-0.68910253,3.7441976,1855.653564453125,26773.46484375
AML1_M2,F2,17,5,2.8361902,7.1640873,2495.198974609375,14291.521484375
AML1_M2,D2,20,23,0.31838506,-0.15183082,2757.589111328125,8209.3935546875
AML1_M2,B2,121,2,-2.2260818,5.594094,2554.8779296875,2898.4169921875
AML1_M2,B2,211,3,-2.766116,5.744871,2929.010009765625,3907.296875
AML1_M2,D2,172,13,-1.9989182,5.5920005,3947.090576171875,9855.076171875
AML1_M2,B2,231,20,-1.2820193,5.776061,4056.347412109375,4206.5537109375
AML1_M2,J2,61,5,-1.413979,4.646562,2519.800537109375,26930.44921875
AML1_M2,D2,53,23,0.25451437,-0.063929215,3098.2705078125,8383.3828125
AML1_M2,B2,40,3,-0.25224122,4.8954415,4184.16796875,2034.21923828125
AML1_M2,B2,71,5,-1.1402615,6.019967,1968.03466796875,2345.451904296875
AML1_M2,H2,51,11,2.510737,2.451916,3388.3994140625,20883.71484375
AML1_M2,B2,54,18,1.2372234,5.705214,3328.35205078125,2245.811767578125
AML1_M2,J2,184,31,2.660774,5.771934,3064.741943359375,28314.71875
AML1_M2,H2,220,20,-0.5116877,5.8385553,3588.305419921875,22429.130859375
AML1_M2,D2,127,13,-1.4635012,7.884519,2242.0712890625,9195.615234375
AML1_M2,B2,33,12,-0.7669389,6.03711,3772.485595703125,1923.4681396484373
AML1_M2,B2,141,30,-2.0206497,5.655373,2497.317138671875,3120.25048828125
AML1_M2,B2,128,31,-1.9124153,5.8356433,2462.03125,3091.5205078125
AML1_M2,F2,24,2,-1.0378135,5.764295,3003.220947265625,14456.2509765625
AML1_M2,D2,220,7,1.632637,2.00014,3549.540771484375,10077.251953125
AML1_M2,B2,248,9,-2.1520677,5.7311587,2955.453125,4314.94580078125
AML1_M2,B2,9,28,-0.9906066,5.950432,1900.1544189453125,1864.395263671875
AML1_M2,B2,71,13,1.0141213,5.611734,1925.03076171875,2478.063720703125
AML1_M2,J2,15,21,3.010601,7.15284,2286.2060546875,26777.748046875
AML1_M2,H2,124,20,2.3425589,6.664576,2682.33447265625,21489.7265625
AML1_M2,B2,108,6,-0.63182986,6.232194,4183.7587890625,3073.91650390625
AML1_M2,D2,166,8,-0.7589081,5.6991363,4283.16650390625,9578.9521484375
AML1_M2,H2,97,19,-1.2246741,4.3342943,3749.936279296875,21040.61328125
AML1_M2,D2,230,12,1.4682436,1.1034905,4213.1337890625,10177.7431640625
AML1_M2,J2,129,6,-2.1433918,5.9600263,1977.10107421875,27546.41796875
AML1_M2,F2,160,2,-1.5345049,5.8285866,3957.446533203125,15620.791015625
AML1_M2,H2,101,9,-0.03342662,5.606337,4153.9814453125,21119.322265625
AML1_M2,H2,237,6,-1.4613252,5.3958015,3505.123046875,22597.96484375
AML1_M2,B2,169,13,-1.0022902,6.8853927,3702.015869140625,3527.66357421875
AML1_M2,F2,212,12,-2.1491935,5.593776,3006.6884765625,16361.451171875
AML1_M2,J2,144,19,-1.9319011,5.0883584,2664.618408203125,28050.912109375
AML1_M2,B2,38,9,0.9718523,-2.036242,4215.130859375,2011.1822509765625
AML1_M2,D2,245,2,-2.8115044,5.8532734,2924.296875,10327.884765625
AML1_M2,J2,128,4,1.6103227,2.107902,2434.68212890625,27796.095703125
AML1_M2,B2,143,25,1.1048839,4.6335497,2478.569091796875,3356.710205078125
AML1_M2,B2,202,18,7.0401673,3.765797,2385.05029296875,3737.10302734375
AML1_M2,H2,193,7,-1.055894,3.1504402,2011.111328125,21967.984375
AML1_M2,H2,39,2,1.3720882,5.816494,4009.397216796875,20662.5546875
AML1_M2,J2,119,12,-1.9674683,5.465072,2786.389404296875,27685.046875
AML1_M2,D2,165,7,0.7842712,-0.57094336,4016.710693359375,9638.5615234375
AML1_M2,H2,124,8,-0.8961768,4.8551097,2719.954345703125,21603.166015625
AML1_M2,B2,212,14,-3.2829711,-1.6805559,3024.720458984375,3910.295166015625
AML1_M2,D2,103,14,-1.4003643,5.70572,4015.139892578125,8828.4404296875
AML1_M2,J2,59,2,-0.024641119,5.525265,2864.1943359375,27180.736328125
AML1_M2,B2,131,7,-1.0300664,6.7846336,1972.292724609375,3047.58984375
AML1_M2,J2,56,9,2.2007968,1.2239283,3243.50732421875,27024.580078125
AML1_M2,F2,169,6,-1.17448,4.9640694,3772.280029296875,15895.552734375
AML1_M2,F2,153,4,-1.3605428,4.9421988,3543.849365234375,15503.8056640625
AML1_M2,J2,44,3,0.60410947,5.812473,4186.2626953125,27151.251953125
AML1_M2,F2,114,7,-1.6062236,5.106224,3590.752197265625,15194.3388671875
AML1_M2,B2,72,29,1.24709,5.951592,2163.70849609375,2358.72802734375
AML1_M2,D2,46,9,-1.2020048,5.5450277,3985.263916015625,8433.1357421875
AML1_M2,D2,172,18,-1.569751,5.3208985,3967.17236328125,9826.669921875
AML1_M2,B2,67,20,0.48773512,7.4790497,2313.1865234375,2406.618896484375
AML1_M2,B2,84,10,-1.4955285,6.7785916,2746.10693359375,2775.6767578125
AML1_M2,H2,233,16,2.4655373,1.604804,3720.32568359375,22527.875
AML1_M2,J2,36,6,-1.0380713,5.6970987,3946.12548828125,26833.1796875
AML1_M2,J2,146,12,-2.025505,5.2403026,3091.367431640625,27802.73828125
AML1_M2,B2,198,6,-2.3633163,5.8416433,2025.525390625,3735.965087890625
AML1_M2,B2,186,8,1.3273835,2.6165748,2774.0693359375,3389.13037109375
AML1_M2,B2,24,13,-1.4265146,4.999715,2960.142822265625,2059.950927734375
AML1_M2,F2,53,1,0.35613242,5.617763,3198.755615234375,14623.0595703125
AML1_M2,B2,239,13,2.4333885,1.9350088,3477.98291015625,4320.7841796875
AML1_M2,B2,22,8,0.73654276,5.91024,2958.881103515625,1970.2647705078125
AML1_M2,J2,43,13,1.9649242,1.8551234,4001.3427734375,27152.291015625
AML1_M2,H2,123,22,-1.8595557,5.2232747,2543.478271484375,21563.248046875
AML1_M2,H2,160,5,-1.3514012,5.6648293,3992.50634765625,21885.513671875
AML1_M2,J2,134,12,-2.782743,5.8452206,2110.072265625,27854.98828125
AML1_M2,D2,55,12,-1.648098,-0.31788334,3126.067138671875,8615.26171875
AML1_M2,F2,59,17,-1.3932489,5.733599,2917.04248046875,14753.9111328125
AML1_M2,F2,153,8,2.8800843,7.07414,3444.50390625,15445.3427734375
AML1_M2,D2,167,5,3.1189811,7.477463,4118.3876953125,9762.5712890625
AML1_M2,B2,104,21,-0.7849018,-3.3546414,4241.3515625,2758.42041015625
AML1_M2,F2,32,2,0.01495826,6.177281,3632.03515625,14424.734375
AML1_M2,D2,67,26,2.2708058,7.170177,2310.579345703125,8596.7158203125
AML1_M2,B2,213,4,-1.9148619,6.212659,3198.4716796875,3734.42822265625
AML1_M2,B2,156,11,-1.8378682,5.3858304,3649.398681640625,3333.649169921875
AML1_M2,F2,33,9,0.5511381,7.6998973,3730.61669921875,14318.4189453125
AML1_M2,B2,30,18,-0.17302103,5.984419,3680.56787109375,1947.32177734375
AML1_M2,F2,229,15,2.659255,5.496548,4082.824951171875,16470.396484375
AML1_M2,B2,196,3,-2.6618066,5.8952208,2166.6982421875,3669.80126953125
AML1_M2,J2,39,12,0.16009386,-2.2773929,4042.29248046875,26731.07421875
AML1_M2,F2,228,1,1.4357358,5.810825,4281.28466796875,16289.36328125
