image_names,roi,umap_x,umap_y,image_path,AF488_imagepath,AF555_imagepath,AF647_imagepath,AF750_imagepath,DAPI_imagepath
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi061_190,roi061,9.074351,6.5722046,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi015_236,roi015,9.133549,5.1743875,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi062_25,roi062,8.37066,0.41457152,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi022_75,roi022,8.559223,-3.8628795,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi012_156,roi012,8.105187,2.508836,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi044_169,roi044,6.5502644,0.8890507,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi020_119,roi020,12.932805,1.2320235,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi030_247,roi030,9.217524,0.6232085,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi071_124,roi071,11.056133,6.6339645,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi102_62,roi102,-2.5608587,-1.5433942,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi056_51,roi056,10.27299,2.7151136,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi118_19,roi118,10.862334,7.0429163,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi053_1,roi053,-3.2489722,2.1333237,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi014_51,roi014,7.9048924,1.0958754,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi088_3,roi088,-3.8520362,-0.14080714,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi079_231,roi079,8.674318,-1.5805056,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi090_229,roi090,7.8740735,1.9243568,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi104_28,roi104,10.652282,6.542669,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi116_197,roi116,11.028515,-1.7301117,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi009_212,roi009,7.0684004,7.080606,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi078_72,roi078,8.936641,3.5513506,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi085_71,roi085,10.717376,1.376666,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi056_52,roi056,10.457142,2.46301,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi049_205,roi049,7.999614,-0.23677753,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi113_35,roi113,10.61034,6.7509108,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi031_54,roi031,8.09582,2.9317157,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi002_38,roi002,8.926176,1.8671252,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi065_13,roi065,-2.537627,3.4143786,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi017_95,roi017,-1.2678964,10.328008,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi012_3,roi012,2.104673,-4.6604795,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi033_21,roi033,10.140327,-3.8084974,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi048_204,roi048,8.434702,4.9694166,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi094_28,roi094,-1.945781,1.3592135,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi034_73,roi034,9.498073,-0.060882036,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi100_61,roi100,10.647034,6.1206794,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi119_45,roi119,10.832586,5.9719024,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi068_149,roi068,11.086709,-0.083059415,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi067_104,roi067,11.926673,-0.81465405,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi057_225,roi057,9.188942,5.4140663,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi113_217,roi113,4.734655,-0.4568029,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi042_81,roi042,15.346055,5.556577,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi055_31,roi055,-3.6894634,1.1821475,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi013_240,roi013,-2.068607,0.0761319,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi064_163,roi064,10.894271,-3.0484545,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi018_175,roi018,9.027673,7.6087866,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi099_134,roi099,15.33605,5.2898445,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
BOMI1_1_ostmanpanel_1-ImageExport-01_DAPI_ORG_roi117_98,roi117,9.866512,-1.5796866,/Users/gantug/Pictures/wallpapers/pc.jpeg,/Users/gantug/Pictures/wallpapers/csgo.jpeg,/Users/gantug/Pictures/wallpapers/discovery.jpeg,/Users/gantug/Pictures/wallpapers/walle.jpeg,/Users/gantug/Pictures/wallpapers/metro.jpeg,/Users/gantug/Pictures/wallpapers/hedwig.jpeg
